Cell Name,Cluster,sf_cluster,ruoyi_cluster
H7_P1_M68_L001,CD8_B,6,CD8_B
H8_P5_M68_L001,CD8_G,8,CD8_G
H8_P6_M68_L001,CD8_B,11,CD8_B
H9_P5_M68_L001,CD8_B,6,CD8_B
A10_P6_M82_L001,CD8_G,10,CD8_G
A10_P7_M82_L001,CD8_G,10,CD8_G
A10_P9_M82_L001,CD8_B,10,CD8_B
A11_P7_M82_L001,CD8_G,10,CD8_G
A12_P6_M82_L001,CD8_B,6,CD8_B
A12_P7_M82_L001,CD8_G,10,CD8_G
A1_P9_M82_L001,CD8_G,10,CD8_G
A2_P7_M82_L001,CD8_G,10,CD8_G
A2_P8_M82_L001,CD8_G,8,CD8_G
A3_P6_M82_L001,CD8_G,10,CD8_G
A3_P7_M82_L001,CD8_G,8,CD8_G
A3_P8_M82_L001,CD8_G,8,CD8_G
A4_P8_M82_L001,CD8_G,10,CD8_G
A5_P7_M82_L001,CD8_B,11,CD8_B
A5_P9_M82_L001,CD8_G,8,CD8_G
A6_P6_M82_L001,CD8_G,10,CD8_G
A6_P8_M82_L001,CD8_G,10,CD8_G
A7_P7_M82_L001,CD8_G,10,CD8_G
A7_P8_M82_L001,CD8_G,8,CD8_G
A7_P9_M82_L001,CD8_G,10,CD8_G
A8_P6_M82_L001,CD8_G,10,CD8_G
A8_P7_M82_L001,CD8_G,8,CD8_G
A9_P6_M82_L001,CD8_G,8,CD8_G
A9_P9_M82_L001,CD8_G,8,CD8_G
B10_P8_M82_L001,CD8_G,8,CD8_G
B11_P8_M82_L001,CD8_G,8,CD8_G
B12_P8_M82_L001,CD8_G,10,CD8_G
B12_P9_M82_L001,CD8_B,11,CD8_B
B2_P6_M82_L001,CD8_G,10,CD8_G
B2_P8_M82_L001,CD8_G,8,CD8_G
B3_P6_M82_L001,CD8_G,10,CD8_G
B3_P7_M82_L001,CD8_G,8,CD8_G
B3_P9_M82_L001,CD8_G,8,CD8_G
B5_P8_M82_L001,CD8_G,10,CD8_G
B5_P9_M82_L001,CD8_G,10,CD8_G
B6_P7_M82_L001,CD8_G,10,CD8_G
B6_P8_M82_L001,CD8_G,8,CD8_G
B6_P9_M82_L001,CD8_G,8,CD8_G
B7_P6_M82_L001,CD8_G,10,CD8_G
B8_P9_M82_L001,CD8_B,6,CD8_B
B9_P6_M82_L001,CD8_G,10,CD8_G
B9_P7_M82_L001,CD8_G,10,CD8_G
B9_P9_M82_L001,CD8_G,10,CD8_G
C10_P6_M82_L001,CD8_G,8,CD8_G
C10_P8_M82_L001,CD8_G,10,CD8_G
C11_P6_M82_L001,CD8_G,10,CD8_G
C11_P7_M82_L001,CD8_G,10,CD8_G
C12_P6_M82_L001,CD8_G,10,CD8_G
C12_P8_M82_L001,CD8_G,10,CD8_G
C1_P7_M82_L001,CD8_B,6,CD8_B
C1_P8_M82_L001,CD8_G,10,CD8_G
C1_P9_M82_L001,CD8_G,8,CD8_G
C2_P6_M82_L001,CD8_G,8,CD8_G
C2_P7_M82_L001,CD8_G,10,CD8_G
C2_P9_M82_L001,CD8_G,10,CD8_G
C3_P7_M82_L001,CD8_B,6,NA
C3_P8_M82_L001,CD8_G,10,NA
C4_P9_M82_L001,CD8_G,10,CD8_G
C5_P6_M82_L001,CD8_G,10,CD8_G
C5_P7_M82_L001,CD8_B,8,CD8_B
C5_P8_M82_L001,CD8_G,10,CD8_G
C5_P9_M82_L001,CD8_G,10,CD8_G
C6_P6_M82_L001,CD8_G,10,CD8_G
C6_P8_M82_L001,CD8_B,6,CD8_B
C6_P9_M82_L001,CD8_B,8,NA
C7_P6_M82_L001,CD8_G,10,CD8_G
C7_P7_M82_L001,CD8_G,8,CD8_G
C8_P6_M82_L001,CD8_G,10,CD8_G
C8_P9_M82_L001,CD8_G,10,CD8_G
C9_P7_M82_L001,CD8_G,8,CD8_G
C9_P9_M82_L001,CD8_G,10,CD8_G
D10_P6_M82_L001,CD8_G,10,CD8_G
D10_P7_M82_L001,CD8_B,6,CD8_B
D11_P7_M82_L001,CD8_G,10,CD8_G
D11_P8_M82_L001,CD8_G,10,CD8_G
D12_P6_M82_L001,CD8_G,10,CD8_G
D12_P9_M82_L001,CD8_G,10,CD8_G
D1_P6_M82_L001,CD8_G,10,CD8_G
D1_P7_M82_L001,CD8_B,6,CD8_B
D2_P6_M82_L001,CD8_G,10,CD8_G
D2_P7_M82_L001,CD8_G,10,CD8_G
D2_P8_M82_L001,CD8_G,10,CD8_G
D2_P9_M82_L001,CD8_G,8,CD8_G
D3_P8_M82_L001,CD8_G,8,CD8_G
D3_P9_M82_L001,CD8_G,10,CD8_G
D5_P9_M82_L001,CD8_G,7,CD8_G
D6_P9_M82_L001,CD8_G,8,CD8_G
D7_P6_M82_L001,CD8_G,10,CD8_G
D7_P8_M82_L001,CD8_G,10,CD8_G
D8_P6_M82_L001,CD8_G,8,CD8_G
D8_P7_M82_L001,CD8_G,8,CD8_G
D8_P9_M82_L001,CD8_G,10,CD8_G
D9_P9_M82_L001,CD8_G,8,CD8_G
E10_P6_M82_L001,CD8_G,10,CD8_G
E10_P8_M82_L001,CD8_G,10,CD8_G
E10_P9_M82_L001,CD8_G,10,CD8_G
E11_P7_M82_L001,CD8_G,10,CD8_G
E11_P9_M82_L001,CD8_G,8,NA
E12_P8_M82_L001,CD8_G,8,CD8_G
E1_P6_M82_L001,CD8_G,10,CD8_G
E2_P9_M82_L001,CD8_G,10,CD8_G
E3_P7_M82_L001,CD8_B,6,CD8_B
E3_P9_M82_L001,CD8_G,10,CD8_G
E4_P6_M82_L001,CD8_G,8,CD8_G
E4_P7_M82_L001,CD8_G,10,CD8_G
E4_P8_M82_L001,CD8_G,8,CD8_G
E4_P9_M82_L001,CD8_B,8,NA
E5_P7_M82_L001,CD8_G,10,CD8_G
E5_P8_M82_L001,CD8_B,6,CD8_B
E5_P9_M82_L001,CD8_G,10,CD8_G
E6_P6_M82_L001,CD8_G,10,CD8_G
E6_P7_M82_L001,CD8_G,10,CD8_G
E6_P9_M82_L001,CD8_G,10,CD8_G
E7_P6_M82_L001,CD8_G,8,CD8_G
E7_P8_M82_L001,CD8_G,10,CD8_G
E7_P9_M82_L001,CD8_G,10,CD8_G
E8_P8_M82_L001,CD8_G,8,CD8_G
E8_P9_M82_L001,CD8_B,6,CD8_B
E9_P9_M82_L001,CD8_G,10,CD8_G
F10_P8_M82_L001,CD8_B,8,NA
F10_P9_M82_L001,CD8_G,8,CD8_G
F11_P6_M82_L001,CD8_G,8,CD8_G
F11_P8_M82_L001,CD8_G,8,CD8_G
F12_P8_M82_L001,CD8_G,10,CD8_G
F1_P6_M82_L001,CD8_G,10,CD8_G
F1_P7_M82_L001,CD8_G,10,CD8_G
F1_P8_M82_L001,CD8_G,8,CD8_G
F2_P7_M82_L001,CD8_G,8,CD8_G
F3_P9_M82_L001,CD8_G,10,CD8_G
F5_P8_M82_L001,CD8_G,10,CD8_G
F6_P6_M82_L001,CD8_G,10,CD8_G
F6_P8_M82_L001,CD8_G,8,CD8_G
F6_P9_M82_L001,CD8_G,10,CD8_G
F8_P8_M82_L001,CD8_G,10,CD8_G
F8_P9_M82_L001,CD8_G,10,CD8_G
F9_P7_M82_L001,CD8_B,6,CD8_B
F9_P8_M82_L001,CD8_G,10,CD8_G
G10_P6_M82_L001,CD8_G,10,CD8_G
G10_P8_M82_L001,CD8_G,10,CD8_G
G10_P9_M82_L001,CD8_G,8,CD8_G
G11_P8_M82_L001,CD8_B,6,CD8_B
G11_P9_M82_L001,CD8_G,8,CD8_G
G12_P6_M82_L001,CD8_G,8,CD8_G
G12_P7_M82_L001,CD8_G,8,CD8_G
G1_P7_M82_L001,CD8_G,10,CD8_G
G1_P8_M82_L001,CD8_G,8,CD8_G
G1_P9_M82_L001,CD8_G,8,CD8_G
G2_P8_M82_L001,CD8_G,10,CD8_G
G2_P9_M82_L001,CD8_G,8,CD8_G
G5_P7_M82_L001,CD8_G,10,CD8_G
G5_P9_M82_L001,CD8_B,8,NA
G6_P6_M82_L001,CD8_B,8,NA
G6_P8_M82_L001,CD8_G,10,CD8_G
G6_P9_M82_L001,CD8_G,10,CD8_G
G7_P6_M82_L001,CD8_G,8,CD8_G
G7_P9_M82_L001,CD8_G,10,CD8_G
G8_P9_M82_L001,CD8_B,8,NA
G9_P6_M82_L001,CD8_G,8,CD8_G
G9_P9_M82_L001,CD8_G,8,CD8_G
H10_P6_M82_L001,CD8_G,10,CD8_G
H10_P7_M82_L001,CD8_G,10,CD8_G
H11_P7_M82_L001,CD8_G,8,CD8_G
H12_P6_M82_L001,CD8_B,6,CD8_B
H1_P7_M82_L001,CD8_G,10,CD8_G
H1_P8_M82_L001,CD8_B,10,CD8_B
H3_P9_M82_L001,CD8_G,8,CD8_G
H4_P8_M82_L001,CD8_G,8,CD8_G
H5_P9_M82_L001,CD8_G,8,CD8_G
H6_P7_M82_L001,CD8_G,8,CD8_G
H7_P6_M82_L001,CD8_G,8,CD8_G
H7_P7_M82_L001,CD8_G,10,CD8_G
H8_P7_M82_L001,CD8_B,6,NA
H9_P7_M82_L001,CD8_G,10,CD8_G
H9_P9_M82_L001,CD8_B,8,NA
A10_P1_M24_L001,CD8_G,9,CD8_G
A10_P3_M24_L001,CD8_G,9,NA
A10_P4_M24_L001,CD8_G,9,CD8_G
A11_P3_M24_L001,CD8_G,5,CD8_G
A2_P2_M24_L001,CD8_G,9,CD8_G
A2_P3_M24_L001,CD8_G,5,CD8_G
A2_P4_M24_L001,CD8_G,9,CD8_G
A3_P2_M24_L001,CD8_G,9,CD8_G
A4_P2_M24_L001,CD8_B,6,CD8_B
A5_P1_M24_L001,CD8_G,9,NA
A6_P1_M24_L001,CD8_G,5,CD8_G
A6_P2_M24_L001,CD8_B,9,CD8_B
A7_P1_M24_L001,CD8_G,9,NA
A7_P4_M24_L001,CD8_G,5,CD8_G
A8_P1_M24_L001,CD8_G,5,CD8_G
A8_P2_M24_L001,CD8_G,9,CD8_G
A8_P4_M24_L001,CD8_G,9,NA
A9_P3_M24_L001,CD8_G,9,NA
B10_P2_M24_L001,CD8_G,5,CD8_G
B10_P3_M24_L001,CD8_B,9,CD8_B
B10_P4_M24_L001,CD8_G,9,CD8_G
B11_P1_M24_L001,CD8_G,9,CD8_G
B12_P1_M24_L001,CD8_B,9,CD8_B
B12_P2_M24_L001,CD8_G,9,CD8_G
B12_P3_M24_L001,CD8_G,5,CD8_G
B12_P4_M24_L001,CD8_G,9,NA
B1_P1_M24_L001,CD8_G,9,CD8_G
B2_P2_M24_L001,CD8_G,5,CD8_G
B2_P3_M24_L001,CD8_G,5,CD8_G
B3_P1_M24_L001,CD8_G,5,CD8_G
B4_P1_M24_L001,CD8_G,9,CD8_G
B4_P2_M24_L001,CD8_G,9,CD8_G
B5_P3_M24_L001,CD8_B,6,CD8_B
B5_P4_M24_L001,CD8_G,9,CD8_G
B6_P4_M24_L001,CD8_G,5,CD8_G
B7_P2_M24_L001,CD8_G,9,NA
B7_P3_M24_L001,CD8_G,9,CD8_G
B8_P3_M24_L001,CD8_G,9,CD8_G
B9_P4_M24_L001,CD8_B,11,CD8_B
C10_P1_M24_L001,CD8_G,5,CD8_G
C10_P3_M24_L001,CD8_G,9,CD8_G
C11_P1_M24_L001,CD8_G,5,CD8_G
C1_P3_M24_L001,CD8_G,9,CD8_G
C2_P3_M24_L001,CD8_G,8,CD8_G
C3_P1_M24_L001,CD8_B,9,CD8_B
C3_P3_M24_L001,CD8_G,5,CD8_G
C4_P3_M24_L001,CD8_G,9,NA
C5_P1_M24_L001,CD8_G,9,NA
C6_P1_M24_L001,CD8_G,9,CD8_G
C6_P3_M24_L001,CD8_G,5,CD8_G
C6_P4_M24_L001,CD8_G,5,CD8_G
C7_P3_M24_L001,CD8_B,9,CD8_B
C7_P4_M24_L001,CD8_G,9,CD8_G
C8_P4_M24_L001,CD8_G,5,CD8_G
C9_P2_M24_L001,CD8_G,8,NA
D10_P1_M24_L001,CD8_G,9,CD8_G
D11_P1_M24_L001,CD8_B,6,CD8_B
D11_P4_M24_L001,CD8_G,5,CD8_G
D12_P1_M24_L001,CD8_G,9,CD8_G
D1_P1_M24_L001,CD8_G,5,CD8_G
D1_P2_M24_L001,CD8_G,5,CD8_G
D2_P1_M24_L001,CD8_G,9,CD8_G
D2_P2_M24_L001,CD8_G,9,CD8_G
D3_P1_M24_L001,CD8_G,9,CD8_G
D3_P3_M24_L001,CD8_G,9,CD8_G
D4_P2_M24_L001,CD8_G,9,CD8_G
D5_P1_M24_L001,CD8_B,9,CD8_B
D5_P3_M24_L001,CD8_G,9,CD8_G
D6_P1_M24_L001,CD8_B,9,CD8_B
D6_P2_M24_L001,CD8_G,8,CD8_G
D6_P3_M24_L001,CD8_G,8,CD8_G
D7_P3_M24_L001,CD8_G,5,CD8_G
D7_P4_M24_L001,CD8_G,5,CD8_G
D8_P1_M24_L001,CD8_G,5,CD8_G
D8_P3_M24_L001,CD8_G,5,CD8_G
D9_P2_M24_L001,CD8_G,9,CD8_G
E10_P1_M24_L001,CD8_B,11,CD8_B
E10_P3_M24_L001,CD8_G,9,CD8_G
E10_P4_M24_L001,CD8_G,5,CD8_G
E11_P1_M24_L001,CD8_G,9,CD8_G
E11_P2_M24_L001,CD8_B,9,CD8_B
E11_P3_M24_L001,CD8_G,5,CD8_G
E12_P1_M24_L001,CD8_G,5,CD8_G
E12_P3_M24_L001,CD8_G,10,CD8_G
E1_P1_M24_L001,CD8_G,9,CD8_G
E1_P3_M24_L001,CD8_G,9,CD8_G
E2_P3_M24_L001,CD8_G,5,CD8_G
E2_P4_M24_L001,CD8_G,6,CD8_G
E3_P2_M24_L001,CD8_G,9,NA
E4_P1_M24_L001,CD8_G,9,CD8_G
E4_P2_M24_L001,CD8_G,5,CD8_G
E4_P4_M24_L001,CD8_G,9,NA
E5_P4_M24_L001,CD8_B,9,CD8_B
E6_P2_M24_L001,CD8_B,6,NA
E7_P3_M24_L001,CD8_G,9,CD8_G
E8_P3_M24_L001,CD8_G,9,CD8_G
E9_P2_M24_L001,CD8_G,9,NA
E9_P3_M24_L001,CD8_G,5,CD8_G
E9_P4_M24_L001,CD8_G,9,CD8_G
F10_P2_M24_L001,CD8_B,6,CD8_B
F11_P3_M24_L001,CD8_G,9,CD8_G
F12_P1_M24_L001,CD8_B,9,NA
F1_P4_M24_L001,CD8_G,5,CD8_G
F2_P3_M24_L001,CD8_G,9,CD8_G
F3_P2_M24_L001,CD8_B,9,CD8_B
F3_P4_M24_L001,CD8_G,9,CD8_G
F4_P1_M24_L001,CD8_B,6,CD8_B
F4_P2_M24_L001,CD8_G,5,CD8_G
F4_P3_M24_L001,CD8_G,9,NA
F4_P4_M24_L001,CD8_B,9,CD8_B
F5_P1_M24_L001,CD8_G,9,CD8_G
F5_P4_M24_L001,CD8_G,9,CD8_G
F6_P1_M24_L001,CD8_B,9,CD8_B
F6_P2_M24_L001,CD8_G,5,CD8_G
F6_P3_M24_L001,CD8_G,5,CD8_G
F7_P3_M24_L001,CD8_G,5,CD8_G
F8_P2_M24_L001,CD8_G,8,CD8_G
F8_P4_M24_L001,CD8_G,5,CD8_G
F9_P2_M24_L001,CD8_B,9,CD8_B
F9_P4_M24_L001,CD8_B,9,CD8_B
G10_P1_M24_L001,CD8_G,8,CD8_G
G10_P4_M24_L001,CD8_G,5,CD8_G
G11_P3_M24_L001,CD8_G,8,CD8_G
G12_P3_M24_L001,CD8_B,9,CD8_B
G12_P4_M24_L001,CD8_B,11,CD8_B
G1_P1_M24_L001,CD8_B,6,CD8_B
G1_P2_M24_L001,CD8_G,9,CD8_G
G1_P4_M24_L001,CD8_B,6,NA
G2_P2_M24_L001,CD8_G,5,CD8_G
G3_P1_M24_L001,CD8_B,9,NA
G3_P2_M24_L001,CD8_B,9,CD8_B
G4_P1_M24_L001,CD8_G,5,CD8_G
G5_P2_M24_L001,CD8_G,5,NA
G5_P3_M24_L001,CD8_G,9,CD8_G
G5_P4_M24_L001,CD8_G,5,CD8_G
G6_P1_M24_L001,CD8_G,5,CD8_G
G6_P2_M24_L001,CD8_G,5,CD8_G
G6_P4_M24_L001,CD8_B,9,NA
G7_P2_M24_L001,CD8_G,9,CD8_G
G7_P4_M24_L001,CD8_G,5,CD8_G
G8_P3_M24_L001,CD8_G,5,CD8_G
G9_P1_M24_L001,CD8_G,5,CD8_G
H10_P1_M24_L001,CD8_G,9,NA
H10_P3_M24_L001,CD8_G,9,NA
H10_P4_M24_L001,CD8_G,5,CD8_G
H2_P1_M24_L001,CD8_G,10,CD8_G
H2_P2_M24_L001,CD8_G,9,CD8_G
H3_P1_M24_L001,CD8_B,6,CD8_B
H4_P1_M24_L001,CD8_G,5,CD8_G
H4_P3_M24_L001,CD8_G,9,NA
H5_P3_M24_L001,CD8_G,5,CD8_G
H6_P4_M24_L001,CD8_B,6,CD8_B
H7_P1_M24_L001,CD8_B,9,CD8_B
H7_P2_M24_L001,CD8_G,5,CD8_G
H7_P4_M24_L001,CD8_G,5,CD8_G
H8_P3_M24_L001,CD8_G,5,CD8_G
H9_P2_M24_L001,CD8_B,9,CD8_B
A10_P1_M29_L001,CD8_B,11,CD8_B
A11_P4_M29_L001,CD8_G,5,CD8_G
A1_P1_M29_L001,CD8_G,5,CD8_G
A2_P2_M29_L001,CD8_B,7,CD8_B
A3_P1_M29_L001,CD8_G,7,CD8_G
A3_P2_M29_L001,CD8_G,10,CD8_G
A6_P2_M29_L001,CD8_G,10,CD8_G
A7_P5_M29_L001,CD8_G,5,CD8_G
A8_P5_M29_L001,CD8_G,5,CD8_G
B10_P2_M29_L001,CD8_G,5,CD8_G
B11_P2_M29_L001,CD8_G,5,CD8_G
B12_P1_M29_L001,CD8_B,9,CD8_B
B12_P2_M29_L001,CD8_G,8,CD8_G
B5_P2_M29_L001,CD8_G,5,CD8_G
C12_P4_M29_L001,CD8_G,5,CD8_G
C3_P2_M29_L001,CD8_G,5,CD8_G
C5_P2_M29_L001,CD8_G,5,CD8_G
C5_P4_M29_L001,CD8_G,5,CD8_G
C7_P4_M29_L001,CD8_G,5,CD8_G
D10_P4_M29_L001,CD8_G,5,CD8_G
D1_P5_M29_L001,CD8_G,5,CD8_G
D2_P2_M29_L001,CD8_G,5,CD8_G
D2_P4_M29_L001,CD8_G,5,CD8_G
D3_P4_M29_L001,CD8_B,11,CD8_B
D3_P5_M29_L001,CD8_G,5,CD8_G
E1_P1_M29_L001,CD8_G,5,CD8_G
E1_P5_M29_L001,CD8_G,5,CD8_G
E2_P2_M29_L001,CD8_G,5,CD8_G
E2_P5_M29_L001,CD8_G,5,NA
E3_P1_M29_L001,CD8_G,5,CD8_G
E3_P2_M29_L001,CD8_G,10,CD8_G
E4_P1_M29_L001,CD8_G,5,CD8_G
E5_P5_M29_L001,CD8_G,5,CD8_G
E6_P1_M29_L001,CD8_G,10,CD8_G
E8_P1_M29_L001,CD8_G,10,CD8_G
E9_P4_M29_L001,CD8_G,5,CD8_G
F12_P4_M29_L001,CD8_G,5,CD8_G
F12_P5_M29_L001,CD8_G,5,CD8_G
F1_P1_M29_L001,CD8_B,7,CD8_B
F2_P1_M29_L001,CD8_G,5,CD8_G
F5_P1_M29_L001,CD8_G,5,CD8_G
F8_P1_M29_L001,CD8_G,5,CD8_G
G3_P1_M29_L001,CD8_G,5,CD8_G
G3_P4_M29_L001,CD8_G,5,CD8_G
G5_P5_M29_L001,CD8_G,9,NA
G9_P4_M29_L001,CD8_G,5,CD8_G
H12_P4_M29_L001,CD8_B,8,CD8_B
H12_P5_M29_L001,CD8_G,5,CD8_G
H1_P2_M29_L001,CD8_G,5,CD8_G
H1_P5_M29_L001,CD8_B,11,CD8_B
H8_P5_M29_L001,CD8_G,5,NA
H9_P1_M29_L001,CD8_G,5,CD8_G
H9_P4_M29_L001,CD8_G,5,CD8_G
A10_P1_M91_L001,CD8_B,6,CD8_B
A11_P4_M91_L001,CD8_B,6,CD8_B
A11_P5_M91_L001,CD8_B,6,NA
A12_P3_M91_L001,CD8_B,11,CD8_B
A12_P5_M91_L001,CD8_B,6,CD8_B
A2_P3_M91_L001,CD8_B,6,CD8_B
A2_P4_M91_L001,CD8_B,6,CD8_B
A3_P1_M91_L001,CD8_B,11,CD8_B
A3_P3_M91_L001,CD8_B,6,CD8_B
A3_P5_M91_L001,CD8_G,8,CD8_G
A4_P1_M91_L001,CD8_B,6,CD8_B
A4_P5_M91_L001,CD8_B,6,CD8_B
A5_P1_M91_L001,CD8_B,6,CD8_B
A5_P3_M91_L001,CD8_B,6,CD8_B
A6_P1_M91_L001,CD8_B,8,CD8_B
A6_P4_M91_L001,CD8_B,11,CD8_B
A6_P5_M91_L001,CD8_G,8,CD8_G
A7_P1_M91_L001,CD8_B,6,CD8_B
A7_P3_M91_L001,CD8_B,6,CD8_B
A8_P1_M91_L001,CD8_B,11,CD8_B
A8_P3_M91_L001,CD8_B,6,CD8_B
A8_P4_M91_L001,CD8_B,6,CD8_B
A8_P5_M91_L001,CD8_B,6,CD8_B
A9_P1_M91_L001,CD8_B,6,CD8_B
A9_P4_M91_L001,CD8_B,6,CD8_B
B10_P1_M91_L001,CD8_B,6,CD8_B
B10_P4_M91_L001,CD8_B,6,CD8_B
B10_P5_M91_L001,CD8_B,6,CD8_B
B11_P4_M91_L001,CD8_B,6,CD8_B
B11_P5_M91_L001,CD8_B,8,NA
B12_P1_M91_L001,CD8_B,6,CD8_B
B12_P3_M91_L001,CD8_B,6,CD8_B
B12_P4_M91_L001,CD8_B,6,CD8_B
B1_P1_M91_L001,CD8_B,6,CD8_B
B1_P4_M91_L001,CD8_B,8,CD8_B
B1_P5_M91_L001,CD8_B,6,NA
B2_P1_M91_L001,CD8_B,6,CD8_B
B2_P3_M91_L001,CD8_B,6,CD8_B
B2_P4_M91_L001,CD8_B,6,CD8_B
B2_P5_M91_L001,CD8_G,5,NA
B3_P1_M91_L001,CD8_B,11,CD8_B
B3_P3_M91_L001,CD8_B,11,CD8_B
B4_P1_M91_L001,CD8_B,6,NA
B4_P3_M91_L001,CD8_B,6,CD8_B
B4_P5_M91_L001,CD8_B,6,CD8_B
B5_P1_M91_L001,CD8_B,6,CD8_B
B5_P4_M91_L001,CD8_B,8,CD8_B
B5_P5_M91_L001,CD8_G,8,CD8_G
B6_P3_M91_L001,CD8_B,6,CD8_B
B7_P1_M91_L001,CD8_B,6,NA
B7_P3_M91_L001,CD8_B,6,CD8_B
B8_P1_M91_L001,CD8_B,6,CD8_B
B8_P4_M91_L001,CD8_B,6,CD8_B
B9_P1_M91_L001,CD8_G,8,CD8_G
B9_P3_M91_L001,CD8_B,6,CD8_B
B9_P4_M91_L001,CD8_B,9,CD8_B
B9_P5_M91_L001,CD8_B,6,CD8_B
C10_P3_M91_L001,CD8_B,6,CD8_B
C11_P1_M91_L001,CD8_B,6,CD8_B
C11_P4_M91_L001,CD8_B,11,CD8_B
C11_P5_M91_L001,CD8_B,6,CD8_B
C1_P5_M91_L001,CD8_B,6,CD8_B
C2_P1_M91_L001,CD8_B,6,NA
C2_P3_M91_L001,CD8_B,6,CD8_B
C2_P4_M91_L001,CD8_B,6,CD8_B
C3_P1_M91_L001,CD8_B,6,CD8_B
C3_P4_M91_L001,CD8_B,6,CD8_B
C3_P5_M91_L001,CD8_B,6,CD8_B
C4_P4_M91_L001,CD8_B,6,CD8_B
C4_P5_M91_L001,CD8_B,6,CD8_B
C5_P1_M91_L001,CD8_B,6,CD8_B
C5_P5_M91_L001,CD8_B,6,CD8_B
C6_P1_M91_L001,CD8_B,6,CD8_B
C6_P3_M91_L001,CD8_B,11,CD8_B
C6_P4_M91_L001,CD8_B,6,CD8_B
C6_P5_M91_L001,CD8_B,8,NA
C7_P1_M91_L001,CD8_B,6,CD8_B
C7_P4_M91_L001,CD8_G,8,CD8_G
C7_P5_M91_L001,CD8_B,6,CD8_B
C8_P5_M91_L001,CD8_B,6,CD8_B
C9_P1_M91_L001,CD8_B,6,CD8_B
C9_P4_M91_L001,CD8_B,11,CD8_B
C9_P5_M91_L001,CD8_G,8,CD8_G
D10_P1_M91_L001,CD8_B,6,CD8_B
D10_P4_M91_L001,CD8_B,6,CD8_B
D12_P1_M91_L001,CD8_B,6,NA
D12_P3_M91_L001,CD8_B,6,CD8_B
D12_P4_M91_L001,CD8_B,11,CD8_B
D1_P1_M91_L001,CD8_B,8,CD8_B
D1_P3_M91_L001,CD8_B,8,CD8_B
D1_P4_M91_L001,CD8_B,6,CD8_B
D1_P5_M91_L001,CD8_B,6,CD8_B
D2_P4_M91_L001,CD8_B,6,CD8_B
D3_P1_M91_L001,CD8_B,8,NA
D3_P3_M91_L001,CD8_B,6,CD8_B
D3_P4_M91_L001,CD8_B,6,CD8_B
D3_P5_M91_L001,CD8_B,6,CD8_B
D4_P4_M91_L001,CD8_B,6,CD8_B
D4_P5_M91_L001,CD8_B,6,CD8_B
D5_P1_M91_L001,CD8_B,6,CD8_B
D6_P3_M91_L001,CD8_B,6,CD8_B
D6_P4_M91_L001,CD8_B,8,CD8_B
D7_P5_M91_L001,CD8_B,6,CD8_B
D8_P1_M91_L001,CD8_B,6,CD8_B
D8_P3_M91_L001,CD8_B,8,NA
D8_P4_M91_L001,CD8_G,8,CD8_G
D9_P1_M91_L001,CD8_B,11,CD8_B
D9_P3_M91_L001,CD8_B,6,CD8_B
D9_P4_M91_L001,CD8_B,6,CD8_B
E10_P1_M91_L001,CD8_B,6,CD8_B
E10_P5_M91_L001,CD8_B,6,CD8_B
E11_P4_M91_L001,CD8_B,6,CD8_B
E12_P1_M91_L001,CD8_B,6,CD8_B
E1_P1_M91_L001,CD8_B,6,CD8_B
E1_P4_M91_L001,CD8_B,6,CD8_B
E1_P5_M91_L001,CD8_B,6,NA
E2_P1_M91_L001,CD8_G,8,CD8_G
E2_P3_M91_L001,CD8_B,6,CD8_B
E2_P5_M91_L001,CD8_B,9,CD8_B
E3_P1_M91_L001,CD8_B,6,NA
E4_P1_M91_L001,CD8_B,6,CD8_B
E4_P3_M91_L001,CD8_B,6,CD8_B
E4_P4_M91_L001,CD8_G,8,CD8_G
E5_P3_M91_L001,CD8_B,8,CD8_B
E5_P4_M91_L001,CD8_B,6,CD8_B
E5_P5_M91_L001,CD8_B,6,NA
E6_P1_M91_L001,CD8_B,11,CD8_B
E6_P5_M91_L001,CD8_B,6,NA
E7_P3_M91_L001,CD8_B,6,CD8_B
E7_P4_M91_L001,CD8_B,6,CD8_B
E8_P3_M91_L001,CD8_B,6,CD8_B
E9_P1_M91_L001,CD8_B,6,CD8_B
E9_P4_M91_L001,CD8_B,6,CD8_B
E9_P5_M91_L001,CD8_B,6,CD8_B
F10_P1_M91_L001,CD8_B,6,CD8_B
F10_P4_M91_L001,CD8_B,6,NA
F11_P1_M91_L001,CD8_B,6,CD8_B
F11_P4_M91_L001,CD8_B,6,CD8_B
F12_P5_M91_L001,CD8_B,6,CD8_B
F1_P1_M91_L001,CD8_B,8,NA
F1_P4_M91_L001,CD8_B,6,CD8_B
F2_P3_M91_L001,CD8_B,6,CD8_B
F3_P1_M91_L001,CD8_B,6,CD8_B
F3_P4_M91_L001,CD8_B,8,CD8_B
F4_P3_M91_L001,CD8_B,6,CD8_B
F4_P5_M91_L001,CD8_B,8,CD8_B
F5_P1_M91_L001,CD8_G,10,CD8_G
F5_P4_M91_L001,CD8_B,6,CD8_B
F6_P1_M91_L001,CD8_G,8,CD8_G
F6_P5_M91_L001,CD8_G,10,CD8_G
F7_P5_M91_L001,CD8_B,6,CD8_B
F8_P1_M91_L001,CD8_B,6,CD8_B
F8_P3_M91_L001,CD8_G,8,CD8_G
F8_P5_M91_L001,CD8_B,11,CD8_B
F9_P3_M91_L001,CD8_B,11,CD8_B
