Cell Name,Cluster,ruoyi_cluster
H7_P7_M36_L001,CD8_G,CD8_G
H7_P8_M36_L001,CD8_G,CD8_G
H7_P9_M36_L001,CD8_G,CD8_G
H8_P7_M36_L001,CD8_G,CD8_G
H8_P8_M36_L001,CD8_G,CD8_G
H8_P9_M36_L001,CD8_G,CD8_G
H9_P6_M36_L001,CD8_G,CD8_G
H9_P7_M36_L001,CD8_G,CD8_G
H9_P8_M36_L001,CD8_G,CD8_G
A11_P3_M42,CD8_B,CD8_B
A12_P2_M42,CD8_G,CD8_G
A12_P4_M42,CD8_G,CD8_G
A2_P3_M42,CD8_G,CD8_G
A3_P1_M42,CD8_B,CD8_B
A3_P2_M42,CD8_G,CD8_G
A4_P3_M42,CD8_B,CD8_B
A5_P2_M42,CD8_B,CD8_B
A8_P1_M42,CD8_B,CD8_B
A9_P1_M42,CD8_B,CD8_B
A9_P4_M42,CD8_G,CD8_G
B10_P2_M42,CD8_B,CD8_B
B10_P4_M42,CD8_B,CD8_B
B11_P2_M42,CD8_B,CD8_B
B11_P3_M42,CD8_B,CD8_B
B11_P4_M42,CD8_B,CD8_B
B1_P1_M42,CD8_B,CD8_B
B1_P2_M42,CD8_G,CD8_G
B1_P4_M42,CD8_G,CD8_G
B2_P4_M42,CD8_G,CD8_G
B4_P1_M42,CD8_G,CD8_G
B4_P4_M42,CD8_B,CD8_B
B5_P1_M42,CD8_G,CD8_G
B6_P1_M42,CD8_B,CD8_B
B6_P2_M42,CD8_B,CD8_B
B8_P4_M42,CD8_B,CD8_B
B9_P2_M42,CD8_G,CD8_G
C11_P2_M42,CD8_B,CD8_B
C11_P3_M42,CD8_G,CD8_G
C12_P2_M42,CD8_G,CD8_G
C1_P1_M42,CD8_B,CD8_B
C1_P2_M42,CD8_B,CD8_B
C3_P1_M42,CD8_B,CD8_B
C3_P2_M42,CD8_B,CD8_B
C4_P1_M42,CD8_G,CD8_G
C4_P4_M42,CD8_B,CD8_B
C6_P3_M42,CD8_B,CD8_B
C7_P3_M42,CD8_B,CD8_B
D10_P2_M42,CD8_B,CD8_B
D10_P3_M42,CD8_B,CD8_B
D11_P2_M42,CD8_B,CD8_B
D11_P3_M42,CD8_G,CD8_G
D1_P3_M42,CD8_B,CD8_B
D1_P4_M42,CD8_B,CD8_B
D3_P2_M42,CD8_B,CD8_B
D4_P1_M42,CD8_B,CD8_B
D4_P2_M42,CD8_B,CD8_B
D6_P3_M42,CD8_B,CD8_B
D7_P4_M42,CD8_B,CD8_B
D8_P4_M42,CD8_B,CD8_B
D9_P3_M42,CD8_G,NA
E10_P1_M42,CD8_B,CD8_B
E10_P2_M42,CD8_B,CD8_B
E10_P4_M42,CD8_B,CD8_B
E1_P1_M42,CD8_B,CD8_B
E1_P3_M42,CD8_G,CD8_G
E1_P4_M42,CD8_B,CD8_B
E2_P1_M42,CD8_B,CD8_B
E3_P2_M42,CD8_G,CD8_G
E4_P3_M42,CD8_B,CD8_B
E5_P3_M42,CD8_B,CD8_B
E6_P1_M42,CD8_G,CD8_G
E6_P2_M42,CD8_G,CD8_G
E7_P1_M42,CD8_B,CD8_B
E7_P2_M42,CD8_B,CD8_B
E7_P3_M42,CD8_G,CD8_G
E8_P1_M42,CD8_G,CD8_G
F11_P2_M42,CD8_B,CD8_B
F12_P3_M42,CD8_B,CD8_B
F1_P3_M42,CD8_G,CD8_G
F1_P4_M42,CD8_G,CD8_G
F3_P2_M42,CD8_G,CD8_G
F5_P2_M42,CD8_B,CD8_B
F5_P3_M42,CD8_B,CD8_B
F6_P3_M42,CD8_B,CD8_B
F6_P4_M42,CD8_G,CD8_G
F7_P4_M42,CD8_G,CD8_G
F8_P1_M42,CD8_G,CD8_G
F8_P4_M42,CD8_G,CD8_G
F9_P1_M42,CD8_B,CD8_B
F9_P3_M42,CD8_G,CD8_G
G10_P2_M42,CD8_G,CD8_G
G11_P1_M42,CD8_B,CD8_B
G12_P3_M42,CD8_B,CD8_B
G1_P4_M42,CD8_G,CD8_G
G2_P2_M42,CD8_B,CD8_B
G2_P4_M42,CD8_G,CD8_G
G3_P3_M42,CD8_B,CD8_B
G4_P4_M42,CD8_B,NA
G6_P2_M42,CD8_B,CD8_B
G6_P3_M42,CD8_B,CD8_B
G7_P1_M42,CD8_B,CD8_B
G7_P3_M42,CD8_B,CD8_B
G8_P3_M42,CD8_G,NA
H10_P4_M42,CD8_B,CD8_B
H11_P2_M42,CD8_B,CD8_B
H11_P3_M42,CD8_B,CD8_B
H12_P2_M42,CD8_G,CD8_G
H12_P3_M42,CD8_B,CD8_B
H2_P2_M42,CD8_B,CD8_B
H2_P3_M42,CD8_B,CD8_B
H3_P2_M42,CD8_G,CD8_G
H3_P3_M42,CD8_B,CD8_B
H3_P4_M42,CD8_B,CD8_B
H5_P3_M42,CD8_B,CD8_B
H6_P3_M42,CD8_B,CD8_B
H7_P1_M42,CD8_B,CD8_B
H7_P2_M42,CD8_B,NA
H7_P3_M42,CD8_B,CD8_B
A10_P3_M47,CD8_G,NA
A11_P3_M47,CD8_G,CD8_G
A2_P1_M47,CD8_G,CD8_G
A5_P4_M47,CD8_G,CD8_G
B12_P4_M47,CD8_G,CD8_G
B6_P2_M47,CD8_B,CD8_B
B9_P3_M47,CD8_B,CD8_B
C12_P4_M47,CD8_G,CD8_G
C6_P1_M47,CD8_G,CD8_G
C6_P2_M47,CD8_B,CD8_B
C8_P1_M47,CD8_G,CD8_G
D3_P1_M47,CD8_G,CD8_G
D3_P3_M47,CD8_G,NA
D4_P2_M47,CD8_G,CD8_G
D6_P1_M47,CD8_G,NA
D8_P1_M47,CD8_G,CD8_G
D9_P1_M47,CD8_G,CD8_G
D9_P3_M47,CD8_G,NA
E11_P3_M47,CD8_G,CD8_G
E1_P3_M47,CD8_G,NA
E2_P2_M47,CD8_G,CD8_G
E5_P2_M47,CD8_G,CD8_G
F10_P3_M47,CD8_G,CD8_G
F12_P3_M47,CD8_G,CD8_G
F2_P3_M47,CD8_G,CD8_G
F4_P3_M47,CD8_G,CD8_G
F5_P2_M47,CD8_G,CD8_G
F5_P4_M47,CD8_G,CD8_G
F6_P4_M47,CD8_G,NA
F7_P1_M47,CD8_B,CD8_B
F9_P1_M47,CD8_G,CD8_G
G9_P1_M47,CD8_G,CD8_G
H10_P1_M47,CD8_G,CD8_G
H12_P2_M47,CD8_G,CD8_G
H1_P2_M47,CD8_G,CD8_G
H2_P1_M47,CD8_G,CD8_G
H3_P3_M47,CD8_B,CD8_B
H4_P1_M47,CD8_G,CD8_G
H7_P2_M47,CD8_G,CD8_G
H7_P3_M47,CD8_G,NA
H8_P3_M47,CD8_G,CD8_G
A10_P3_MMD1-84A_L001,CD8_G,CD8_G
A11_P2_MMD1-84A_L001,CD8_G,CD8_G
A2_P1_MMD1-84A_L001,CD8_B,CD8_B
A2_P2_MMD1-84A_L001,CD8_G,CD8_G
A2_P3_MMD1-84A_L001,CD8_B,NA
A2_P4_MMD1-84A_L001,CD8_G,CD8_G
A3_P1_MMD1-84A_L001,CD8_G,CD8_G
A3_P2_MMD1-84A_L001,CD8_G,NA
A3_P3_MMD1-84A_L001,CD8_B,CD8_B
A3_P4_MMD1-84A_L001,CD8_G,CD8_G
A4_P1_MMD1-84A_L001,CD8_G,CD8_G
A4_P4_MMD1-84A_L001,CD8_G,CD8_G
A5_P1_MMD1-84A_L001,CD8_G,CD8_G
A6_P2_MMD1-84A_L001,CD8_G,CD8_G
A6_P4_MMD1-84A_L001,CD8_B,CD8_B
A7_P2_MMD1-84A_L001,CD8_B,CD8_B
A8_P1_MMD1-84A_L001,CD8_G,CD8_G
A9_P1_MMD1-84A_L001,CD8_G,CD8_G
B10_P2_MMD1-84A_L001,CD8_G,CD8_G
B10_P3_MMD1-84A_L001,CD8_G,CD8_G
B10_P4_MMD1-84A_L001,CD8_G,CD8_G
B11_P3_MMD1-84A_L001,CD8_G,CD8_G
B1_P2_MMD1-84A_L001,CD8_G,CD8_G
B2_P2_MMD1-84A_L001,CD8_G,CD8_G
B3_P1_MMD1-84A_L001,CD8_G,CD8_G
B4_P1_MMD1-84A_L001,CD8_B,NA
B5_P2_MMD1-84A_L001,CD8_G,NA
B5_P4_MMD1-84A_L001,CD8_B,CD8_B
B6_P4_MMD1-84A_L001,CD8_G,CD8_G
B7_P2_MMD1-84A_L001,CD8_B,CD8_B
B7_P3_MMD1-84A_L001,CD8_G,NA
B7_P4_MMD1-84A_L001,CD8_B,CD8_B
B8_P3_MMD1-84A_L001,CD8_G,CD8_G
B8_P4_MMD1-84A_L001,CD8_G,CD8_G
C10_P1_MMD1-84A_L001,CD8_G,CD8_G
C10_P2_MMD1-84A_L001,CD8_G,CD8_G
C10_P4_MMD1-84A_L001,CD8_B,NA
C11_P2_MMD1-84A_L001,CD8_B,CD8_B
C11_P3_MMD1-84A_L001,CD8_B,CD8_B
C11_P4_MMD1-84A_L001,CD8_G,CD8_G
C12_P4_MMD1-84A_L001,CD8_B,NA
C2_P1_MMD1-84A_L001,CD8_B,CD8_B
C2_P3_MMD1-84A_L001,CD8_G,CD8_G
C2_P4_MMD1-84A_L001,CD8_G,CD8_G
C3_P1_MMD1-84A_L001,CD8_G,CD8_G
C3_P4_MMD1-84A_L001,CD8_G,CD8_G
C4_P1_MMD1-84A_L001,CD8_B,CD8_B
C5_P3_MMD1-84A_L001,CD8_G,CD8_G
C5_P4_MMD1-84A_L001,CD8_B,CD8_B
C7_P3_MMD1-84A_L001,CD8_G,CD8_G
C8_P1_MMD1-84A_L001,CD8_B,NA
C8_P2_MMD1-84A_L001,CD8_G,CD8_G
C9_P3_MMD1-84A_L001,CD8_G,CD8_G
C9_P4_MMD1-84A_L001,CD8_G,CD8_G
D12_P3_MMD1-84A_L001,CD8_G,CD8_G
D12_P4_MMD1-84A_L001,CD8_B,CD8_B
D1_P2_MMD1-84A_L001,CD8_B,CD8_B
D2_P1_MMD1-84A_L001,CD8_B,CD8_B
D3_P1_MMD1-84A_L001,CD8_B,NA
D4_P1_MMD1-84A_L001,CD8_B,CD8_B
D4_P4_MMD1-84A_L001,CD8_B,CD8_B
D5_P2_MMD1-84A_L001,CD8_G,NA
D5_P3_MMD1-84A_L001,CD8_G,CD8_G
D7_P1_MMD1-84A_L001,CD8_G,CD8_G
D7_P2_MMD1-84A_L001,CD8_B,NA
D7_P4_MMD1-84A_L001,CD8_G,CD8_G
D9_P1_MMD1-84A_L001,CD8_G,CD8_G
D9_P2_MMD1-84A_L001,CD8_G,CD8_G
D9_P4_MMD1-84A_L001,CD8_G,CD8_G
E10_P1_MMD1-84A_L001,CD8_B,CD8_B
E10_P4_MMD1-84A_L001,CD8_G,CD8_G
E12_P1_MMD1-84A_L001,CD8_B,NA
E12_P2_MMD1-84A_L001,CD8_G,CD8_G
E1_P2_MMD1-84A_L001,CD8_B,CD8_B
E3_P1_MMD1-84A_L001,CD8_G,CD8_G
E5_P2_MMD1-84A_L001,CD8_G,CD8_G
E6_P2_MMD1-84A_L001,CD8_G,CD8_G
E6_P4_MMD1-84A_L001,CD8_G,CD8_G
E7_P2_MMD1-84A_L001,CD8_G,CD8_G
E8_P1_MMD1-84A_L001,CD8_B,NA
E9_P2_MMD1-84A_L001,CD8_B,CD8_B
F10_P3_MMD1-84A_L001,CD8_G,NA
F11_P2_MMD1-84A_L001,CD8_B,CD8_B
F11_P3_MMD1-84A_L001,CD8_G,CD8_G
F11_P4_MMD1-84A_L001,CD8_G,CD8_G
F12_P1_MMD1-84A_L001,CD8_G,CD8_G
F12_P4_MMD1-84A_L001,CD8_G,CD8_G
F1_P2_MMD1-84A_L001,CD8_B,CD8_B
F2_P3_MMD1-84A_L001,CD8_G,CD8_G
F3_P1_MMD1-84A_L001,CD8_B,NA
F3_P2_MMD1-84A_L001,CD8_G,NA
F3_P4_MMD1-84A_L001,CD8_G,CD8_G
F5_P1_MMD1-84A_L001,CD8_B,CD8_B
F5_P2_MMD1-84A_L001,CD8_G,CD8_G
F6_P1_MMD1-84A_L001,CD8_G,CD8_G
F6_P2_MMD1-84A_L001,CD8_G,CD8_G
F7_P2_MMD1-84A_L001,CD8_G,CD8_G
F7_P4_MMD1-84A_L001,CD8_B,NA
F8_P1_MMD1-84A_L001,CD8_G,CD8_G
F8_P3_MMD1-84A_L001,CD8_G,CD8_G
F8_P4_MMD1-84A_L001,CD8_B,CD8_B
F9_P4_MMD1-84A_L001,CD8_G,NA
G11_P1_MMD1-84A_L001,CD8_G,NA
G11_P2_MMD1-84A_L001,CD8_G,CD8_G
G11_P3_MMD1-84A_L001,CD8_G,CD8_G
G11_P4_MMD1-84A_L001,CD8_B,CD8_B
G12_P1_MMD1-84A_L001,CD8_G,CD8_G
G12_P2_MMD1-84A_L001,CD8_G,CD8_G
G12_P3_MMD1-84A_L001,CD8_B,CD8_B
G1_P2_MMD1-84A_L001,CD8_G,CD8_G
G1_P3_MMD1-84A_L001,CD8_B,CD8_B
G1_P4_MMD1-84A_L001,CD8_G,CD8_G
G2_P2_MMD1-84A_L001,CD8_G,CD8_G
G2_P3_MMD1-84A_L001,CD8_B,CD8_B
G4_P4_MMD1-84A_L001,CD8_G,CD8_G
G5_P2_MMD1-84A_L001,CD8_G,NA
G6_P1_MMD1-84A_L001,CD8_B,CD8_B
G6_P3_MMD1-84A_L001,CD8_G,CD8_G
G6_P4_MMD1-84A_L001,CD8_G,CD8_G
G7_P1_MMD1-84A_L001,CD8_G,CD8_G
G7_P4_MMD1-84A_L001,CD8_G,CD8_G
G8_P1_MMD1-84A_L001,CD8_B,NA
G8_P3_MMD1-84A_L001,CD8_B,CD8_B
G9_P1_MMD1-84A_L001,CD8_G,CD8_G
G9_P2_MMD1-84A_L001,CD8_B,CD8_B
H10_P2_MMD1-84A_L001,CD8_G,CD8_G
H11_P1_MMD1-84A_L001,CD8_B,NA
H11_P3_MMD1-84A_L001,CD8_G,CD8_G
H12_P1_MMD1-84A_L001,CD8_G,CD8_G
H12_P2_MMD1-84A_L001,CD8_G,CD8_G
H1_P3_MMD1-84A_L001,CD8_G,CD8_G
H2_P2_MMD1-84A_L001,CD8_G,CD8_G
H2_P3_MMD1-84A_L001,CD8_G,CD8_G
H2_P4_MMD1-84A_L001,CD8_G,CD8_G
H4_P1_MMD1-84A_L001,CD8_G,CD8_G
H4_P2_MMD1-84A_L001,CD8_G,CD8_G
H4_P4_MMD1-84A_L001,CD8_G,CD8_G
H5_P2_MMD1-84A_L001,CD8_B,CD8_B
H5_P3_MMD1-84A_L001,CD8_B,CD8_B
H6_P1_MMD1-84A_L001,CD8_G,NA
H6_P4_MMD1-84A_L001,CD8_G,CD8_G
H7_P4_MMD1-84A_L001,CD8_B,NA
H9_P1_MMD1-84A_L001,CD8_B,CD8_B
A10_P1_MMD1-84B_L001,CD8_G,CD8_G
A10_P3_MMD1-84B_L001,CD8_G,CD8_G
A10_P4_MMD1-84B_L001,CD8_G,CD8_G
A11_P1_MMD1-84B_L001,CD8_G,CD8_G
A11_P2_MMD1-84B_L001,CD8_B,NA
A11_P3_MMD1-84B_L001,CD8_G,CD8_G
A11_P4_MMD1-84B_L001,CD8_G,CD8_G
A12_P2_MMD1-84B_L001,CD8_G,CD8_G
A12_P3_MMD1-84B_L001,CD8_G,CD8_G
A12_P4_MMD1-84B_L001,CD8_G,CD8_G
A1_P1_MMD1-84B_L001,CD8_G,CD8_G
A1_P4_MMD1-84B_L001,CD8_B,CD8_B
A2_P2_MMD1-84B_L001,CD8_G,CD8_G
A2_P4_MMD1-84B_L001,CD8_G,CD8_G
A3_P2_MMD1-84B_L001,CD8_G,CD8_G
A3_P3_MMD1-84B_L001,CD8_G,CD8_G
A4_P1_MMD1-84B_L001,CD8_G,CD8_G
A4_P2_MMD1-84B_L001,CD8_B,NA
A4_P4_MMD1-84B_L001,CD8_B,NA
A5_P1_MMD1-84B_L001,CD8_G,CD8_G
A5_P3_MMD1-84B_L001,CD8_G,CD8_G
A6_P1_MMD1-84B_L001,CD8_G,CD8_G
A6_P3_MMD1-84B_L001,CD8_B,NA
A7_P1_MMD1-84B_L001,CD8_G,CD8_G
A7_P2_MMD1-84B_L001,CD8_G,CD8_G
A7_P4_MMD1-84B_L001,CD8_G,CD8_G
A8_P1_MMD1-84B_L001,CD8_G,CD8_G
A8_P2_MMD1-84B_L001,CD8_G,CD8_G
A9_P3_MMD1-84B_L001,CD8_G,CD8_G
A9_P4_MMD1-84B_L001,CD8_G,CD8_G
B10_P1_MMD1-84B_L001,CD8_G,CD8_G
B10_P2_MMD1-84B_L001,CD8_G,CD8_G
B10_P3_MMD1-84B_L001,CD8_G,CD8_G
B10_P4_MMD1-84B_L001,CD8_G,CD8_G
B11_P1_MMD1-84B_L001,CD8_G,CD8_G
B11_P2_MMD1-84B_L001,CD8_G,CD8_G
B11_P3_MMD1-84B_L001,CD8_G,CD8_G
B12_P1_MMD1-84B_L001,CD8_G,CD8_G
B12_P3_MMD1-84B_L001,CD8_G,CD8_G
B12_P4_MMD1-84B_L001,CD8_G,CD8_G
B1_P1_MMD1-84B_L001,CD8_G,CD8_G
B1_P2_MMD1-84B_L001,CD8_G,CD8_G
B2_P1_MMD1-84B_L001,CD8_G,CD8_G
B2_P2_MMD1-84B_L001,CD8_G,CD8_G
B2_P4_MMD1-84B_L001,CD8_G,CD8_G
B3_P2_MMD1-84B_L001,CD8_G,CD8_G
B3_P3_MMD1-84B_L001,CD8_G,CD8_G
B5_P1_MMD1-84B_L001,CD8_G,CD8_G
B5_P3_MMD1-84B_L001,CD8_G,CD8_G
B5_P4_MMD1-84B_L001,CD8_G,CD8_G
B6_P2_MMD1-84B_L001,CD8_G,CD8_G
B7_P1_MMD1-84B_L001,CD8_G,CD8_G
B7_P2_MMD1-84B_L001,CD8_G,CD8_G
B7_P4_MMD1-84B_L001,CD8_G,CD8_G
B8_P1_MMD1-84B_L001,CD8_G,CD8_G
B8_P3_MMD1-84B_L001,CD8_G,CD8_G
B8_P4_MMD1-84B_L001,CD8_G,CD8_G
B9_P3_MMD1-84B_L001,CD8_G,CD8_G
C10_P4_MMD1-84B_L001,CD8_G,CD8_G
C11_P3_MMD1-84B_L001,CD8_G,CD8_G
C11_P4_MMD1-84B_L001,CD8_G,CD8_G
C12_P2_MMD1-84B_L001,CD8_G,CD8_G
C1_P1_MMD1-84B_L001,CD8_G,CD8_G
C1_P4_MMD1-84B_L001,CD8_G,CD8_G
C3_P1_MMD1-84B_L001,CD8_G,CD8_G
C3_P3_MMD1-84B_L001,CD8_G,CD8_G
C4_P2_MMD1-84B_L001,CD8_B,NA
C4_P4_MMD1-84B_L001,CD8_G,CD8_G
C5_P1_MMD1-84B_L001,CD8_G,CD8_G
C5_P2_MMD1-84B_L001,CD8_G,CD8_G
C5_P3_MMD1-84B_L001,CD8_B,NA
C5_P4_MMD1-84B_L001,CD8_G,CD8_G
C6_P1_MMD1-84B_L001,CD8_G,CD8_G
C6_P2_MMD1-84B_L001,CD8_G,CD8_G
C6_P3_MMD1-84B_L001,CD8_G,CD8_G
C7_P1_MMD1-84B_L001,CD8_G,CD8_G
C7_P2_MMD1-84B_L001,CD8_G,CD8_G
C7_P4_MMD1-84B_L001,CD8_G,CD8_G
C8_P3_MMD1-84B_L001,CD8_G,CD8_G
C8_P4_MMD1-84B_L001,CD8_G,CD8_G
C9_P1_MMD1-84B_L001,CD8_G,CD8_G
C9_P2_MMD1-84B_L001,CD8_G,CD8_G
C9_P4_MMD1-84B_L001,CD8_G,CD8_G
D10_P1_MMD1-84B_L001,CD8_G,CD8_G
D10_P2_MMD1-84B_L001,CD8_G,CD8_G
D10_P3_MMD1-84B_L001,CD8_G,CD8_G
D11_P1_MMD1-84B_L001,CD8_G,CD8_G
D11_P2_MMD1-84B_L001,CD8_G,CD8_G
D11_P3_MMD1-84B_L001,CD8_G,CD8_G
D11_P4_MMD1-84B_L001,CD8_G,CD8_G
D12_P1_MMD1-84B_L001,CD8_G,CD8_G
D12_P3_MMD1-84B_L001,CD8_G,CD8_G
D12_P4_MMD1-84B_L001,CD8_G,CD8_G
D1_P1_MMD1-84B_L001,CD8_G,CD8_G
D1_P2_MMD1-84B_L001,CD8_G,CD8_G
D1_P3_MMD1-84B_L001,CD8_G,CD8_G
D1_P4_MMD1-84B_L001,CD8_B,NA
D2_P3_MMD1-84B_L001,CD8_G,CD8_G
D3_P1_MMD1-84B_L001,CD8_G,CD8_G
D4_P2_MMD1-84B_L001,CD8_G,CD8_G
D4_P3_MMD1-84B_L001,CD8_G,CD8_G
D4_P4_MMD1-84B_L001,CD8_G,CD8_G
D5_P2_MMD1-84B_L001,CD8_G,CD8_G
D5_P3_MMD1-84B_L001,CD8_G,CD8_G
D5_P4_MMD1-84B_L001,CD8_G,CD8_G
D6_P1_MMD1-84B_L001,CD8_G,CD8_G
D6_P4_MMD1-84B_L001,CD8_G,CD8_G
D7_P1_MMD1-84B_L001,CD8_B,NA
D7_P2_MMD1-84B_L001,CD8_G,CD8_G
D7_P4_MMD1-84B_L001,CD8_G,CD8_G
D8_P1_MMD1-84B_L001,CD8_G,CD8_G
D8_P2_MMD1-84B_L001,CD8_G,CD8_G
D8_P3_MMD1-84B_L001,CD8_G,CD8_G
D8_P4_MMD1-84B_L001,CD8_G,CD8_G
D9_P1_MMD1-84B_L001,CD8_G,CD8_G
D9_P3_MMD1-84B_L001,CD8_G,CD8_G
E10_P1_MMD1-84B_L001,CD8_G,CD8_G
E10_P3_MMD1-84B_L001,CD8_G,CD8_G
E10_P4_MMD1-84B_L001,CD8_G,CD8_G
E11_P1_MMD1-84B_L001,CD8_G,CD8_G
E11_P2_MMD1-84B_L001,CD8_G,CD8_G
E11_P3_MMD1-84B_L001,CD8_G,CD8_G
E11_P4_MMD1-84B_L001,CD8_G,CD8_G
E12_P1_MMD1-84B_L001,CD8_G,CD8_G
E12_P2_MMD1-84B_L001,CD8_B,NA
E12_P3_MMD1-84B_L001,CD8_G,CD8_G
E12_P4_MMD1-84B_L001,CD8_G,CD8_G
E1_P1_MMD1-84B_L001,CD8_G,CD8_G
E1_P2_MMD1-84B_L001,CD8_B,CD8_B
E2_P3_MMD1-84B_L001,CD8_G,CD8_G
E3_P3_MMD1-84B_L001,CD8_G,CD8_G
E3_P4_MMD1-84B_L001,CD8_G,CD8_G
E4_P1_MMD1-84B_L001,CD8_G,CD8_G
E4_P2_MMD1-84B_L001,CD8_G,CD8_G
E4_P3_MMD1-84B_L001,CD8_G,CD8_G
E4_P4_MMD1-84B_L001,CD8_B,NA
E5_P2_MMD1-84B_L001,CD8_G,CD8_G
E5_P3_MMD1-84B_L001,CD8_G,CD8_G
E5_P4_MMD1-84B_L001,CD8_G,CD8_G
E6_P1_MMD1-84B_L001,CD8_G,CD8_G
E6_P3_MMD1-84B_L001,CD8_G,CD8_G
E6_P4_MMD1-84B_L001,CD8_G,CD8_G
E7_P1_MMD1-84B_L001,CD8_G,CD8_G
E7_P2_MMD1-84B_L001,CD8_G,CD8_G
E7_P3_MMD1-84B_L001,CD8_G,CD8_G
E7_P4_MMD1-84B_L001,CD8_G,CD8_G
E8_P1_MMD1-84B_L001,CD8_G,CD8_G
E8_P2_MMD1-84B_L001,CD8_G,CD8_G
E8_P3_MMD1-84B_L001,CD8_G,CD8_G
E9_P1_MMD1-84B_L001,CD8_G,CD8_G
E9_P2_MMD1-84B_L001,CD8_G,CD8_G
E9_P4_MMD1-84B_L001,CD8_G,CD8_G
F10_P1_MMD1-84B_L001,CD8_G,CD8_G
F10_P3_MMD1-84B_L001,CD8_G,CD8_G
F10_P4_MMD1-84B_L001,CD8_G,CD8_G
F12_P1_MMD1-84B_L001,CD8_G,CD8_G
F12_P3_MMD1-84B_L001,CD8_G,CD8_G
F12_P4_MMD1-84B_L001,CD8_G,CD8_G
F1_P1_MMD1-84B_L001,CD8_G,CD8_G
F1_P2_MMD1-84B_L001,CD8_G,CD8_G
F2_P3_MMD1-84B_L001,CD8_G,CD8_G
F3_P1_MMD1-84B_L001,CD8_G,CD8_G
F3_P2_MMD1-84B_L001,CD8_G,CD8_G
F3_P3_MMD1-84B_L001,CD8_G,CD8_G
F4_P2_MMD1-84B_L001,CD8_G,CD8_G
F4_P3_MMD1-84B_L001,CD8_G,CD8_G
F5_P2_MMD1-84B_L001,CD8_G,CD8_G
F5_P3_MMD1-84B_L001,CD8_G,CD8_G
F5_P4_MMD1-84B_L001,CD8_G,CD8_G
F7_P1_MMD1-84B_L001,CD8_G,CD8_G
F7_P2_MMD1-84B_L001,CD8_G,CD8_G
F7_P4_MMD1-84B_L001,CD8_G,CD8_G
F8_P1_MMD1-84B_L001,CD8_G,CD8_G
F8_P3_MMD1-84B_L001,CD8_G,CD8_G
F8_P4_MMD1-84B_L001,CD8_G,CD8_G
F9_P1_MMD1-84B_L001,CD8_G,CD8_G
F9_P3_MMD1-84B_L001,CD8_G,CD8_G
G10_P2_MMD1-84B_L001,CD8_G,CD8_G
G10_P4_MMD1-84B_L001,CD8_G,CD8_G
G11_P1_MMD1-84B_L001,CD8_G,CD8_G
G11_P3_MMD1-84B_L001,CD8_G,CD8_G
G12_P1_MMD1-84B_L001,CD8_G,CD8_G
G12_P3_MMD1-84B_L001,CD8_G,CD8_G
G12_P4_MMD1-84B_L001,CD8_G,CD8_G
G1_P1_MMD1-84B_L001,CD8_G,CD8_G
G1_P2_MMD1-84B_L001,CD8_G,CD8_G
G2_P1_MMD1-84B_L001,CD8_G,CD8_G
G2_P2_MMD1-84B_L001,CD8_G,CD8_G
G2_P3_MMD1-84B_L001,CD8_G,CD8_G
G2_P4_MMD1-84B_L001,CD8_G,CD8_G
G3_P2_MMD1-84B_L001,CD8_G,CD8_G
G3_P3_MMD1-84B_L001,CD8_G,CD8_G
G3_P4_MMD1-84B_L001,CD8_G,CD8_G
G4_P3_MMD1-84B_L001,CD8_G,CD8_G
G5_P1_MMD1-84B_L001,CD8_G,CD8_G
G5_P2_MMD1-84B_L001,CD8_G,CD8_G
G5_P3_MMD1-84B_L001,CD8_G,CD8_G
G5_P4_MMD1-84B_L001,CD8_G,CD8_G
G6_P2_MMD1-84B_L001,CD8_G,CD8_G
G6_P3_MMD1-84B_L001,CD8_B,NA
G6_P4_MMD1-84B_L001,CD8_G,CD8_G
G7_P2_MMD1-84B_L001,CD8_G,CD8_G
G7_P3_MMD1-84B_L001,CD8_G,CD8_G
G7_P4_MMD1-84B_L001,CD8_G,CD8_G
G8_P3_MMD1-84B_L001,CD8_G,NA
G8_P4_MMD1-84B_L001,CD8_G,CD8_G
G9_P2_MMD1-84B_L001,CD8_G,NA
G9_P3_MMD1-84B_L001,CD8_G,CD8_G
G9_P4_MMD1-84B_L001,CD8_G,CD8_G
H10_P1_MMD1-84B_L001,CD8_G,CD8_G
H10_P2_MMD1-84B_L001,CD8_G,CD8_G
H10_P4_MMD1-84B_L001,CD8_G,CD8_G
H11_P1_MMD1-84B_L001,CD8_G,CD8_G
H11_P2_MMD1-84B_L001,CD8_G,CD8_G
H11_P3_MMD1-84B_L001,CD8_G,CD8_G
H11_P4_MMD1-84B_L001,CD8_B,NA
H12_P1_MMD1-84B_L001,CD8_G,CD8_G
H12_P2_MMD1-84B_L001,CD8_B,NA
H12_P3_MMD1-84B_L001,CD8_G,CD8_G
H12_P4_MMD1-84B_L001,CD8_G,CD8_G
H1_P1_MMD1-84B_L001,CD8_G,CD8_G
H1_P3_MMD1-84B_L001,CD8_G,CD8_G
H2_P2_MMD1-84B_L001,CD8_G,CD8_G
H2_P4_MMD1-84B_L001,CD8_G,CD8_G
H3_P1_MMD1-84B_L001,CD8_G,CD8_G
H3_P2_MMD1-84B_L001,CD8_G,CD8_G
H3_P3_MMD1-84B_L001,CD8_G,CD8_G
H4_P2_MMD1-84B_L001,CD8_G,CD8_G
