geneSymbol	B.cells	CD4.T.mem.cells	CD4.T.reg.cells	CD8_B.cells	CD8_G.cells	Dendritic.cells	Monocytes.Macrophages	NK1.cells	NK2.cells	NK3.cells	Plasma.cells
HSPA8P9	0.2167	0.2706	0.3054	0.3474	0.5191	0.2877	0.1699	0.4025	0.6276	0.4354	0.0471
ICA1	0.1726	0.2694	3.124	0.7156	0	0.029	2.4624	1.3961	0.2695	1.1012	0
ICOS	0.2509	4.0376	6.9832	3.6012	1.7209	0.0086	0.2996	3.3563	1.6623	3.69	0.0546
IGHA1	1.7178	0.06	0	0.0126	0	0.0379	0	0.4264	0.4171	0.2337	8.0683
IGHA2	0.6667	0.0391	0	0	0.0143	0.0322	0	0.2549	0.1807	0.1059	4.9632
IGHD	4.7444	0.0133	0.1318	0.0904	0.0154	0.2008	0	0.1941	0	0.0671	0.1581
IGHG1	5.474	0.025	0.2461	0.3293	0.0496	0.2944	0.013	0.9518	0.2719	0.1728	10.4889
IGHG2	3.4913	0.0182	0.1105	0.1005	0.0432	0.023	0.0111	0.4378	0.1934	0.0495	7.5694
IGHG3	3.9558	0	0.0248	0.07	0.0207	0.0423	0.0104	0.4331	0.1412	0.0863	7.8967
IGHG4	1.8034	0	0.0231	0.1054	0	0.0146	0	0.1911	0.123	0.0354	6.3756
IGHGP	2.4593	0.034	0.0472	0.0282	0.0126	0	0	0.2935	0.1198	0.0377	6.0459
IGJ	3.6446	0.1037	0.1052	0.0183	0.0155	12.17	0	0.7897	0.0927	0.0843	11.8843
IGKC	7.9858	0.0544	0.4467	0.1714	0.2141	9.0059	0.0367	1.2517	0.4287	0.4596	14.1614
IGLC1	3.2829	0.058	0	0	0	0.1125	0.0521	0.2855	0.0787	0.0688	7.6745
IGLL5	3.2315	0	0	0	0.0542	0	0.017	0.2215	0.0757	0.0209	6.3185
IGLV3-1	0.765	0	0	0	0	0	0	0.0281	0.0736	0	4.3804
IGLV6-57	0.7263	0	0	0	0	0	0	0.0673	0	0	3.263
IKZF2	0.3668	0.699	2.8824	1.0749	0.5512	0.47	0.3045	2.4245	0.9832	2.4352	7e-04
IKZF4	0.0882	0.35	2.4471	0.8735	0.1787	0.14	0.5884	0.9447	0.1238	0.8057	0.0545
IL10	0.0109	0.0499	0.4671	0.6504	0	0.2095	1.4935	0.8485	0	1.113	0
IL12RB2	0.0548	0.3639	2.1534	0.0952	0.283	0.065	0.1688	0.8317	1.0386	0.3615	0
IL1R1	0	0.0467	1.004	0	0.0438	0	0.1179	0.2256	0.135	0.1142	0.0018
IL1R2	0	0	1.8891	0	0.0638	0	0.4334	0.5477	0.0894	0.2675	0.0296
IL2RA	0.4267	0.3319	3.7998	0.4782	0.1651	0	3.3682	1.5641	0.7261	0.6631	0.0588
IL3RA	0.0929	0.0343	0.0801	0.032	0.062	7.786	1.4178	0.0691	0.04	0.0344	0.1549
IL7R	0.2454	7.1834	4.1522	0.966	6.5156	0.0718	4.7969	1.4985	5.3794	1.7134	0.0982
ITGA1	0	0.5846	0.134	1.7533	1.1072	0	0.0973	0.863	0.6997	1.0952	0.0356
ITM2C	1.0504	1.163	0.4729	0.895	2.2699	8.9414	0.7513	1.0372	0.9819	0.8462	6.6214
JAM3	0.2284	0.0604	0.1145	0.3078	0.6301	0	0.253	0.3727	0.2372	0.2943	0
JMY	0.3879	0.7042	1.0707	0.4113	0.8915	0.54	0.2508	0.4262	1.6144	0.783	0.6521
KB-1208A12.3	0.6729	1.2676	0.547	0.6057	0.7978	0.6011	0.636	0.7137	0.5402	0.632	0.2149
KCNK5	0.0174	0.3188	0.7675	1.6816	0.1111	0.0051	0	1.7323	0.22	1.4927	0
KCNN3	0.4045	0	0.0217	0.0442	0.081	0.0205	0	0.067	0.0691	0	2.4625
KIAA0101	1.0524	0.0337	0.8031	7.7506	0.0838	0.057	3.9738	7.7734	0.2457	1.0197	0.2778
KIAA1324	0.1527	0.6099	2.0376	0.7458	0.312	0	0.1751	1.0009	0.3332	1.3962	0
KIAA1671	0.0699	0.0153	0.7076	0.4715	0.4035	0	0.0426	0.5807	0.3736	1.1769	0.005
KIF11	0.5533	0.182	0.2342	3.975	0.0778	0.0149	2.2491	4.6387	0.1455	0.3583	0.1346
KIF15	0.1147	0.0376	0.0559	3.0766	0	0	1.3618	2.9174	0.0838	0	0.0395
KIF18B	0.1253	0	0.0637	3.3896	0.0038	0	1.3892	2.9666	0.077	0.1004	0.1196
KIF23	0.0807	0.1003	0.116	4.1803	0.0603	0.0395	1.8233	4.3432	0.3412	0.2053	0.1163
KIF2C	0.341	0	0.0439	3.8933	0	0.0632	1.98	4.6955	0.068	0.2569	0.1463
KIFC1	0.4296	0	0.1316	3.8693	0.01	0.0837	2.0979	4.8951	0.058	0.2931	0.083
KIR2DL3	0.0249	0.0385	0	0.3205	0.086	0.0317	0.0356	0.1355	0.7382	0.2468	0
KIR3DL2	0	0	0	0.4417	0.1932	0.0249	0.0861	0.5542	0.7472	0.5437	0
KLRB1	0.0174	2.5084	2.5303	0.2266	0.7949	0.0355	0.1936	0.837	3.3613	0.6252	0.0062
KLRC1	0.0126	0.1591	0	1.4308	0.8995	0	0.0826	0.3606	1.982	1.3082	0.0136
KLRC2	0	0.2395	0	1.3884	0.498	0.0149	0.0427	0.4263	1.3298	1.0462	0
KLRC3	0	0.1761	0	1.543	0.5537	0	0.0268	0.5905	1.2227	1.0118	0
KLRC4	0	0.2845	0.0368	3.2227	2.0146	0.0547	0.0411	1.5665	1.0071	2.2425	0.0406
KLRC4-KLRK1	0.2646	0.5566	0.1894	3.4362	3.5906	0.0783	0.0438	2.0781	2.1773	3.3632	0.0105
KLRD1	0	0.1098	0.0738	5.5339	2.8538	0.0315	0.1137	2.0025	3.8389	2.6094	0.0862
KLRF1	0.0737	0.1026	0.1178	0.0526	0.0955	0.1833	0.2261	0.0581	2.0996	0.237	0
KLRK1	1.2555	1.9638	0.5184	8.133	8.2923	0.1665	0.2053	4.6224	5.7398	6.9903	0.2099
KRT5	0	0	0	0	0	3.344	0	0.0803	0	0	0.0372
LAG3	0.0128	0.2922	1.529	3.73	1.851	0.5328	0.136	2.7967	0.7209	3.2161	0.0694
LAIR2	0.1237	0.2085	1.7583	0.7591	0.2409	0.9189	0.362	0.7753	0.4132	0.6934	0
LAMP5	0.1699	0	0	0	0	4.6115	0.2429	0.075	0	0	0.1853
LAYN	0	0	2.0141	1.1157	0.2212	0.0396	0.0832	0.7341	0.058	1.2234	0
LDLRAD4-AS1	0	0.232	0.816	0.1988	0.0379	0.179	0.0385	0.4744	0.2728	0.1752	0
LDLRAP1	0.1139	2.2304	0.5349	0.6048	1.5987	0.1543	1.5986	0.7067	1.1107	0.5663	1.0395
LDOC1L	0	0.4917	0.6352	0.9989	1.216	0.1042	1.2751	0.7037	0.7623	0.9943	0.0018
LEF1	0.3005	2.9022	2.4285	1.1121	1.9062	0.1175	0	1.7218	1.7993	1.4957	0.1715
LGALS9B	0.0301	0.0209	0.0675	0.0276	0.0394	0.0676	0.0592	0.0463	0.5593	0.1275	0
LGALS9C	0.1188	0.1148	0.1843	0.0256	0.0592	0.1055	0.4432	0.0299	0.4873	0.3036	0.0528
LILRA4	0.3097	0	0	0.0293	0.0074	10.656	0.1399	0.1059	0.0274	0	0
LILRA6	0.0529	0.0901	0.1192	0.0209	0.2291	0.5707	4.584	0.0254	0.0886	0.0912	0.0783
LINC00484	0.0717	0.0737	0.1289	0.3517	0.0293	0	0.3919	0.494	0.143	0.7176	0.0485
LINC00861	0.0516	2.7482	1.5477	0.91	1.8794	0.0673	0.1208	1.1411	1.9414	1.5187	0.188
LINC00926	3.2559	0.0416	0.126	0.0128	0	0.0365	0.1054	0.3038	0.0578	0	0.1022
LPAR2	0.4381	1.4422	3.2645	1.4957	1.6373	0.3025	0.703	1.2411	1.2139	1.4339	0.3491
LRP1	0.0607	0.1366	0.1063	0.1007	0.2433	0.0992	5.4344	0.1054	0.1352	0.1185	0.0596
LRRC32	0.4294	0.0906	0.9273	0.0708	0.0891	0	0.1715	0.1869	0.0572	0.1292	0.0527
LRRK2	1.3142	0.0351	0.0295	0.0855	0.0393	0.5318	0.8257	0.0179	0.1509	0.0799	0.0346
LTA	2.0436	0.7921	2.9241	0.6279	0.3434	0.2389	0.0613	1.8791	0.7599	1.3056	0.0101
LTB	6.1259	6.7719	7.0662	0.6971	3.6756	5.8086	0.562	2.9597	3.3806	2.5546	0
LY86	4.4764	0.0475	0.012	0	0.2441	0.7224	5.5806	0.1016	0.108	0.098	0.0356
LYZ	0.112	0.1382	0.0759	0.0245	0.1834	0.8887	9.8715	0.2031	0.3318	0.1935	0.3888
MAD2L1	0.6877	0.3504	0.5727	5.9156	0.519	0.788	3.652	6.4826	0.0855	0.767	0.2888
MAF	0.2178	1.387	3.8408	0.4875	0.7271	0.0349	2.1192	1.3717	1.3316	1.8132	0
MAFF	0.2939	0.4282	0.534	0.5796	1.0259	0.2755	0.9797	0.311	2.085	0.4169	0.1586
MAGEH1	0.4936	0.6968	3.5124	1.2343	0.0188	1.0219	1.513	1.8551	0.2437	1.5357	0.8536
MAL	0.1883	2.4402	1.6956	0.251	0.6255	0.2869	0.1109	0.5029	0.3061	0.8313	0.0594
MAML2	0.3917	1.3051	0.8319	0.6271	0.79	0.4709	1.2541	0.682	0.8493	0.8055	0.1189
MAN1C1	0.0269	0.76	0.1502	0.1213	0.6812	0	0.875	0.0922	0.1327	0.1937	0.0012
MANEA	0.5157	0.2692	0.6109	1.3218	0.3888	0.0044	1.4839	1.3869	0.317	0.7765	3.0415
MAP1A	0.0931	0.0593	0.0361	0.0207	0.1134	4.3221	0	0.0913	0.0968	0	0.0075
MARCKS	1.2452	0	0	0.0724	0.0377	0.0418	3.6747	0.2318	0.1661	0.1059	1.3507
MARCO	0.0127	0.0262	0	0	0	0	8.1424	0	0	0	0
MAST4	0.5461	1.0561	1.8011	0.4717	0.2181	0.206	0.1506	1.1063	0.5961	1.042	0.1628
MATK	0.0637	0.2917	0	1.0028	1.1011	0.0528	2.3259	0.5704	2.2101	0.7352	0
MCM10	0	0	0	3.1005	0	0.0695	1.5063	2.9308	0.0702	0.1305	0.0451
MCM4	0.0895	0.2071	0.8319	6.3117	0.1876	0.3714	4.4167	5.5874	0.1779	1.2388	0.1862
MELK	0.3046	0	0.1983	4.5288	0	0	2.651	4.5749	0.0772	0.2138	0.1769
MIAT	0.5461	2.4183	3.3392	2.0629	3.5228	0.0165	0.4159	2.152	1.9704	2.9346	1.0944
MKI67	0.3746	0	0.1543	4.9204	0.0652	0.0171	2.1396	4.8622	0.3232	0.621	0.2042
MLC1	0.0429	0	0	0.3249	0.0777	0	0.0644	0.1125	0.8506	0.0657	0
MLF1IP	0.3764	0	0.1246	5.0728	0	0.113	3.2152	5.4643	0.2091	0.4726	0.2808
MPEG1	2.2176	0.0233	0.0145	0.005	0.0118	8.4695	4.207	0.1048	0.0076	0	0.0341
MRC1	0.0015	0	0.0575	0	0.0016	0.0457	4.2357	0	0.009	0.0521	0.0021
MRC1L1	0.0015	0	0.1181	0	0.0016	0.2882	6.0451	0	0.009	0.2052	0.0021
MS4A1	10.7534	0.44	0.1687	0.0303	0.5984	0.0225	0	0.3508	0.295	0.1552	0.1971
MS4A4A	0.0752	0.0196	0.02	0	0.0495	1.546	6.9982	0.0549	0.0804	0	0.0839
MVB12B	0.1615	0.348	0.1732	1.4667	1.168	0.4828	0.3897	0.5639	0.455	0.8162	0
MYBL1	0.7089	0.2971	0.0335	0.195	0.2828	0	0.178	0.4081	0.9992	0.1471	0.1107
MYCL	0	0	0	0	0.0114	2.513	0.47	0	0	0	0.0148
MZB1	1.8654	0.1658	1.3218	1.6829	0.4385	7.5842	0.0815	2.3084	0.5008	1.6052	9.916
NAB1	0.5716	0.724	2.6328	4.15	1.1442	0.5211	1.5766	4.2863	1.2003	4.4819	0.6052
NAPSB	7.5584	0	0.1831	0.0646	0.0729	11.1591	0.804	0.5082	0.12	0.0292	0.0279
NCALD	0.1714	0.601	2.1964	2.2007	0.6748	0	0.1808	1.5275	1.2477	2.6259	0.1221
NCAM1	0	0.0045	0.0128	0.0171	0.0695	0.0888	0.1285	0.2251	1.852	0.1288	0.0574
NCAPG	0.4346	0	0.2857	3.8554	0.0096	0.0391	2.0852	4.0954	0.0599	0.2443	0.179
NCAPH	0.3161	0	0.4921	4.2728	0.4708	0	2.4181	5.0912	0.0105	0.41	0.2445
NCF1C	5.8233	0.0249	0.0938	0.0198	0.2402	4.5088	2.7615	0.3056	0.0438	0.089	2.3209
NCR1	0.1233	0	0.1775	0.0304	0	0	0.0953	0.4374	0.8724	1.3388	0.0165
NCS1	0	0	0.0182	0.0494	0.0248	0	0.332	0.0031	0.2056	0	0.0037
NDC80	0.2499	0.4017	0.9975	5.015	0.312	0.0196	1.7105	5.2398	0.1784	0.7644	0.1515
NEIL1	3.8829	0.5047	0.0278	0.0514	0.2867	0.2128	0.8323	0.2483	0.3707	0.15	0.6708
NEIL3	0.1921	0	0	1.5821	0.0092	0.0257	0.8878	3.0317	0	0.3758	0.048
NELL2	0	2.3706	1.1781	3.0399	3.7917	0.0103	0.1108	1.8549	1.7231	2.9576	0.0872
NINJ2	0.4102	0.513	2.4635	0.8839	0.3684	0.4715	0.9517	2.0359	0.2969	1.3579	0.0532
NKG2-E	0	0.1732	0	1.6582	0.3036	0	0.0289	0.6956	1.3968	0.9469	0
NKG7	0.2982	0.4762	1.1428	10.3643	7.2081	3.3036	1.1506	6.3699	7.4394	8.8849	0.1029
NLRP1	1.942	3.396	2.7723	1.3244	3.7681	0.1626	1.7743	1.6891	2.4699	2.6253	0.8911
NMB	0.0639	0.0308	1.7601	1.215	0.3171	0	0.4234	1.1571	0.3483	1.5375	0.1258
NME8	0.0451	0	0	0	0.0071	2.5212	0.482	0	0.0693	0	0.0226
NMUR1	0	0.0631	0	0.0499	0.0749	0	0.0408	0.1882	0.6395	0.1226	0
NOTCH4	0.0061	0.0722	0.0494	0.1735	0	3.6373	0.994	0.3335	0.2139	0.3474	0
NTNG2	0.0151	0.0253	0.2743	0.0155	0.0085	0.1296	0.0088	0.1108	0.0945	0.0742	0
NUF2	0.5645	0.0434	0.2894	3.553	0	0	2.0511	4.8742	0.1581	0.4263	0.1546
OLR1	0.0632	0.065	0.0213	0	0.0823	0.0259	5.4416	0	0.0642	0.0969	0.0453
OTOF	0.0433	0.0381	0.7289	0.1222	0.2023	0	0	0.1018	0.047	0.1188	0.02
P2RY14	0.3189	0.0805	0.6348	0.0078	0.278	5.571	0.279	0.1152	0.0821	0	0
P2RY6	0	0	0	0	0.0397	5.3758	3.0966	0.0234	0.0174	0	0.365
PACSIN1	0.0815	0.2706	0.0388	0.0383	0.2256	3.8309	0	0.1127	0.156	0.2388	0.0336
PALD1	0.4721	0.0669	0	0.0757	0	3.0558	1.5016	0.0516	0.0677	0.0177	0.0029
PASK	1.6924	3.376	3.2904	1.8014	1.8579	0.4552	1.1198	2.0602	1.0098	1.3614	0.4396
PAX5	5.7547	0	0.0356	0.016	0.0026	0	0	0.3106	0.0206	0	0.1997
PBK	0.0617	0	0	2.7774	0	0.0132	0.6761	2.9424	0.02	0.0369	0.0893
PBX4	0.1408	1.4568	3.2812	1.1862	1.9694	0.0172	0.1182	1.9654	1.8255	1.1747	0.1824
PBXIP1	2.5736	5.3521	5.0668	1.7751	3.578	1.8075	1.4369	2.9037	3.8282	3.4565	1.4374
PDCD1	0.239	1.5305	4.8786	5.3139	1.5897	0.1324	0.221	4.4566	1.3048	5.6813	0.0776
PDE3B	0.081	1.2656	1.381	1.8723	2.1236	0.0922	0.6954	1.5556	1.6075	2.1084	0.0026
PDE8A	0.1678	0.4846	0.2058	0.1824	0.2781	0.1234	0.888	0.4136	0.6938	0.1546	0.0679
PDGFA	0.1335	0	1.1839	0.5631	0.1447	0	0.6488	0.5356	0.0624	0.1306	0
PDK1	0.8464	0.997	1.049	0.7494	0.8426	0.1899	2.9416	1.4953	0.5415	0.6904	4.4047
PFKFB2	0.3836	0.2811	0	0.2405	0.2242	5.4039	1.246	0.0657	0.3848	0.1058	0.1941
PHACTR1	3.5726	0.0228	0.087	0.0997	0.0416	3.632	1.7446	0.159	0.0859	0.0624	0.4767
PIK3C2B	4.0482	0.8953	1.1935	0.4486	0.6001	0.1257	0.6193	0.6612	0.7249	0.8841	0.5607
PIK3R1	0.4161	2.1331	1.3076	2.0668	4.2943	0.7367	1.2571	1.6626	3.4796	3.1555	0.2405
PKIG	4.2616	0.0191	0.1375	0.2871	0.188	1.9941	0.5206	0.2556	0.0907	0.0598	0.6328
PKMYT1	0.2631	0	0.4974	5.5349	0	0.0658	3.3306	5.4929	0.1502	0.1575	0.1488
PLAT	0.1096	0.7244	0.3243	0.1702	0.3047	0.0538	0.1804	0.4055	0.2383	0.3812	0
PLAU	0.0175	0	0.0272	0	0.0137	1.196	6.8158	0	0.0315	0	0.0223
PLBD1	0	0.0177	0.0164	0.0575	0.0525	0.0746	5.7777	0.0572	0.0403	0	0.2691
PLCG2	5.747	0.2353	0.1416	0.6935	0.48	2.1601	1.8918	0.9583	1.2841	0.8727	3.8174
PLD4	1.3063	0	0.0191	0	0.0252	9.2783	0.4933	0.1453	0.102	0	0.1529
PLEKHD1	0.0573	0	0.0152	0	0.0597	2.4256	0	0	0	0.0044	0
PLEKHG1	2.1819	0.1135	0.3835	0.2282	0.0818	0	0.0556	0.164	0.0668	0.4574	0.0935
PLVAP	0	0	0.0352	0	0	3.9041	0.052	0	0.0074	0	0
PLXDC1	0.0779	0.5006	0.0966	0.0644	1.3812	0.4075	0.0667	0.0305	0.9236	0.2523	0.0126
PLXDC2	0.0856	0.0854	0.0612	0.0025	0.0697	0.5286	6.7359	0.0334	0.3642	0.0451	0.0098
POLQ	0.1908	0	0.0978	2.1812	0	0.0025	1.2119	2.7485	0.0939	0	0.089
POU2AF1	4.8619	0.6783	1.0892	0.9445	0	0.0402	0.0411	1.2848	0.2655	1.7639	5.2041
PPM1J	0	0	0	0	0	2.7451	0.047	0.0688	0	0	0
PRDX4	1.3627	1.1436	1.4165	4.0175	0.772	1.6197	6.9015	3.7314	0.4993	1.0301	8.0951
PRF1	0.0773	1.0243	2.8377	8.0508	4.0865	0.0711	0.2671	5.5294	4.4449	7.0041	0.0876
PTAFR	0.6375	0.03	0.0098	0.08	0	0.0469	6.4491	0.0587	0.1116	0.0301	0.2156
PTCRA	0	0	0	0	0	4.289	0.0871	0	0	0	0.0613
PTGDR	0	0.3544	0.0809	0.1581	0.3676	0.039	0.0536	0	1.6987	0.3141	0.0906
PTGDS	0.069	0.132	0	0.0143	0.2988	7.5015	0.0667	0.0602	0.5428	0	0
PTGER2	0.1323	1.2205	0.5461	0.4567	1.5162	0	1.5007	0.1108	1.5722	0.53	0.0025
PTGER4	1.6325	5.9207	2.7111	3.7532	4.7911	1.5977	4.1398	2.9763	4.4219	3.3883	0.0658
PTPRM	0.2408	0.9919	0.6061	0.175	0.2006	0.5158	1.6065	0.5145	0.4587	0.0964	0.1036
PTPRS	0.5459	0.1334	0.1434	0.0998	0.0076	7.0227	0.0341	0.1764	0.0611	0.1345	0.8721
PXN	0.3101	2.3231	2.2234	1.073	2.5562	0.325	2.8595	1.7658	2.9808	0.9629	0.142
RAB20	0.0909	0.3849	0	0.0478	0.0852	0.2042	5.288	0.0421	0.0296	0	0
RAD51	0.3112	0.0876	0	4.8469	0.0297	0.0617	2.5871	4.8342	0.0101	0.1763	0.1096
RAD54L	0.2121	0.0317	0.066	2.3855	0.0482	0.0472	1.2918	3.0986	0	0.119	0.1418
RALGAPA1	0.9525	2.115	1.4538	1.2203	3.4794	1.011	1.0728	1.6848	3.2969	1.5985	0.6205
RALGPS2	4.7648	0.193	0.3227	0	0.101	0.4213	0	0.2575	0.2192	0.0714	1.9934
RAMP1	0.2193	0.0926	0.0729	0.2963	0	0.1437	0	0.2046	0.9806	0.1622	0
RASGRP3	4.9625	0.2929	0.3059	0.0939	0.2153	0.4498	2.1163	0.5837	0.4779	0.0059	2.1659
RDH10	0.0306	0.1748	0.9816	1.2384	0.199	0.1066	0.3393	1.3478	0.4708	1.5439	0.1113
RGPD4	0.0747	0.0232	0.0453	0.057	0.0575	0.0465	0.0106	0.0709	0.2571	0.1255	0.03
RIN2	0.1258	0.0056	0.0129	0.0599	0.1624	0.2618	5.739	0.1784	0.0744	0.0886	0.0439
RNF125	0.2195	2.1252	1.2402	1.5716	2.6707	0.44	0.6552	1.3375	2.014	0.8958	0.0398
RP11-1143G9.4	0.1228	0.157	0.1359	0.056	0.0677	0.9042	11.2604	0.2374	0.4218	0.1308	0.4348
RP11-117D22.2	0.6961	0	0.0767	0	0.2443	6.1589	0.3473	0.0659	0.0957	0.0766	0
RP11-1334A24.6	1.7825	0	0	0	0	0.0782	2.2844	0.1657	0.0537	0.1036	0.5402
RP11-158I9.5	1.7944	0.1455	0.2568	0	0.0627	0	0	0.1458	0.0568	0.1788	0.1191
RP11-16E12.2	0.3932	0	0	0.0209	0	0	0	0	0.0278	0	3.2127
RP11-214O1.3	0.0316	0.224	1.287	0.1412	0.1085	1.0664	0.1962	0.1707	0.0864	0.2027	0.0077
RP11-222K16.2	0	0.0156	0.089	1.3093	0.8249	0	0.0457	1.0159	0.6185	1.4567	0
RP11-252E2.1	0.007	0.0627	0.72	0.2007	0	0	0.0349	0.1413	0.1328	0.133	0
RP11-264B17.5	0.3507	4.0155	3.6247	3.4207	3.1629	0	0.534	3.6523	2.1395	3.4879	0.1987
RP11-265P11.2	0	0.0889	1.469	0.1907	0.0695	0	0	0.4075	0.0824	0.4812	0
RP11-282K24.1	0.7951	1.193	0.655	0.5951	0.6669	0.7405	0.4668	0.5845	0.7333	0.5516	0.1833
RP11-290F20.3	0	0	0	0	0.1204	0	4.492	0	0	0	0.0224
RP11-290F5.1	0.2204	0.0864	0.0897	0.1077	0.0622	0.0731	0	0.1504	0.0507	0.0241	3.518
RP11-291B21.2	0.0354	0.5052	0	4.0181	2.5447	0	0.0852	1.1995	1.1991	1.9557	0
RP11-305L7.1	0	0	0.1356	0.3343	0.0829	0	0.0658	0.5934	0	0.7263	0
RP11-311C24.1	0.5902	0.3934	2.1347	0.9141	0.3561	1.0071	0.759	0.7033	0.4368	0.5586	0.1219
RP11-353N4.6	2.0162	2.7961	2.3313	2.6237	3.8768	0.9428	1.5068	2.3896	3.2203	2.9027	0.6504
RP11-366O20.5	0.0576	0.0988	0.0423	0.0916	0.1237	0.0605	0.0306	0.076	0.0985	0.0358	0.0114
RP11-38J22.6	1.1616	0.0824	0	0.0294	0	8.0135	0	0.2156	0.0512	0	2.046
RP11-424C20.2	0.1363	0.0411	0.1268	2.8044	0	0.1559	1.5283	2.6255	0.0277	0.1663	0
RP11-427H3.3	0.1391	1.7132	1.717	1.1789	1.5	0.0018	1.2954	1.2808	0.8285	0.7492	0.2524
RP11-434H6.7	0.5805	0.5355	0.1149	0.9111	1.3497	0.58	0.8115	0.9738	0.6231	0.2616	0.0275
RP11-436I24.1	0.0087	0.5167	1.2846	0.4596	0.4529	0.0573	0.2727	0.7027	0.4976	1.0139	0
RP11-442A13.1	1.7702	2.9902	1.9106	1.1311	2.1836	2.0932	1.2023	1.2252	1.7978	1.0663	0.7667
RP11-489E7.4	0.6352	2.1082	1.7369	0.9763	1.605	0.6923	0.7958	1.2086	1.4017	1.4404	0.2544
RP11-497H16.2	0	0	0.025	0	0.0935	0.1254	0.3143	0.1122	0.1579	0	0
RP11-51J9.5	0.1842	2.5799	1.5142	1.35	2.3805	0.4736	1.1528	2.0408	1.3079	1.7813	0.2154
RP11-53I6.2	0.1309	1.4143	1.0078	1.1503	2.1102	0.2691	0.5943	0.8876	1.6843	0.8705	0
RP11-631M6.2	1.0822	0.9495	0.6287	0.8181	1.949	0.9325	1.192	0.5815	1.7372	0.7115	0.1838
RP11-689B22.2	0.7793	0	0.0245	0.0298	0.0309	1.0363	0.0784	0.1438	0.2356	0.0472	2.9078
RP11-693J15.5	1.0393	0.0376	0.0541	0	0	0.1948	0.0437	0.0675	0	0	0.0369
RP11-71G12.1	0	0	0	0	0	4.3818	0	0.0674	0	0	0.016
RP11-737O24.3	0.3111	0.135	0.6908	0.6011	0.8976	0.3422	0.3346	0.7322	0.6124	0.5924	0.0346
RP11-73G16.2	0	0	0	0	0	2.8542	0	0	0	0	0
RP11-76E17.3	0.0366	0	0	0	0	2.7463	0.0881	0	0	0	0.0146
RP11-792D21.2	0.1334	0.1313	0	0	0	0.0649	5.0794	0.0094	0.0753	0.0777	0.0055
RP11-81H14.2	0.3498	0	0.213	0.1449	0.4042	0.3941	0.412	0.0669	0.193	0.1895	3.2316
RP11-960L18.1	2.2312	0	0	0	0.0283	0.2075	0.168	0.1131	0.0808	0	0.8661
RP5-1028K7.2	0.2909	0.5902	1.3696	1.3058	0.6299	0	0.0779	1.9345	0.1776	2.0063	0
RPL35P1	0.5459	1.2563	0.4865	0.7182	0.3385	0.5396	0.5172	0.6923	0.7268	0.6957	0.2337
RPL5P24	0.3346	0.6992	0.3569	0.4113	0.2692	0.3737	0.2603	0.3624	0.3387	0.4413	0.0759
RPS14P3	0.4294	1.29	0.4239	0.4336	0.8323	0.8494	0.5552	0.6082	0.6583	0.4841	0.1705
RPS18P9	0.8799	1.4582	0.7114	0.9159	0.95	0.5164	0.7377	0.6041	0.9282	0.51	0.2521
RPS3AP47	0.5374	1.1882	0.6823	0.9474	0.741	1.0478	0.3058	0.6149	0.7643	0.4753	0.1084
RPS3AP5	1.2185	2.2819	1.1764	0.9558	1.2581	1.5037	0.604	0.8825	1.1622	0.8591	0.3963
RPS4XP13	0.7371	1.3095	0.8162	0.495	0.8025	0.7509	0.5353	0.6185	0.6103	0.8049	0.1824
RPS4XP14	0.489	1.0819	0.6077	0.5254	0.4198	0.5076	0.3152	0.3794	0.633	0.5443	0.1189
RPS4XP16	0.3007	0.8388	0.489	0.4118	0.3618	0.4409	0.2118	0.3883	0.3907	0.2946	0.0906
RRBP1	0.4149	0.541	1.1165	1.4995	0.786	4.6106	2.9657	1.1436	1.041	0.6892	3.906
RRM2	0.302	0.0067	0.1591	7.8412	0	0.007	3.671	8.3447	0.302	0.1323	0.2908
RTKN2	0.296	0.4816	2.8156	0.3447	0	0.0352	0.2339	1.5837	0.2981	1.0271	0.0191
S100A8	0	0.0721	0.2395	0	0.1727	0.1361	6.5234	0.0935	0.3325	0	0.3974
S100A9	0.035	0.1608	0.2837	0	0.2229	0.1418	8.579	0.1417	0.2844	0	0.4276
S1PR1	1.1259	3.9868	0.8886	0.9271	3.1774	0	0.8111	1.9318	3.0468	0.6532	0.0594
S1PR5	0	0	0.0803	0.1433	0.6888	0	0.046	0.0683	1.4872	0.0375	0.0043
SAMD3	0.1926	1.738	1.6354	3.6135	2.649	0.0576	0.148	2.9521	3.5189	3.0291	0.1002
SCAMP5	0.2128	0.1131	0	0	0	3.9375	0.029	0.1249	0	0.0697	0.6478
SCIMP	4.1766	0.2437	0.051	0.0126	0.016	0.0824	4.1747	0.0927	0.2867	0.0401	0.0157
SCML4	0.6583	3.6408	1.3394	2.2724	3.4498	0.1446	0.1747	1.1876	2.862	2.2882	0
SCN9A	0.0036	0.0678	0	0.0028	0.0523	2.2878	0.467	0.005	0	0.0043	0
SCT	0	0	0	0	0	1.7287	0	0	0	0	0
SDC1	0	0	0	0.032	0.0049	0	0.0356	0.0981	0.0903	0	4.3762
SDF2L1	0.4853	0.7236	1.8565	4.9515	1.2684	2.2412	5.443	5.1568	1.004	1.8932	6.5029
SEL1L	1.6896	0.9771	1.9776	1.7853	1.6376	2.3539	3.3536	1.9027	0.8474	1.6647	4.4256
