geneSymbol	B_cells	CD4T_memory	CD8T_B	CD8T_G	Dendritic_cells	Monocytes_Macrophages	NK1	NK2	NK3	Plasma_cells	Tregs
AAK1	0.1207	4.5997	3.59795	3.86945	0.72765	3.49785	3.9582	3.4432	3.583	0.8863	3.94485
AC003104.1	0.3818	1.2164	1.8629	1.4175	0.12545	0.23725	1.51615	1.3916	2.3817	0.0341	1.81215
AC004453.8	3.2095	3.89755	2.78735	2.91	2.15695	2.47425	2.64505	2.1955	2.34275	1.03085	2.22655
AC006460.2	0.08905	0.07345	0.86555	0.23825	0	0.0903	0.6557	0.2333	1.03605	0.12105	0.55545
AC009245.3	1.5451	2.2759	1.79825	1.7255	1.7362	0.94585	1.39275	1.4368	1.45985	0.43985	1.5702
AC017002.1	0	0.18055	2.29255	0.2398	0.06185	0.24575	2.7126	0.42835	2.20495	0.44525	4.3868
AC069363.1	0.0092	0	1.51765	0.3889	0.0489	1.38445	0.44305	0.22255	1.8806	0	0.11475
AC092580.4	0.0275	1.04135	3.0814	1.3019	0	0.06935	2.06065	1.1555	3.05045	0.0324	0.48595
ACE	0.08015	0.18555	0	0.1438	8e-04	2.90635	0.00165	0.14505	0.02785	0.0107	0.04195
ACTA2	0.3335	0.5043	1.304	0.60155	0.44245	0.63105	1.4594	0.4048	2.1936	0.2393	1.709
ADAM28	6.0755	0.11085	0.0674	0.1428	0.66055	2.8284	0.35715	0.3503	0.59265	1.9294	0.17185
ADRB2	0.42835	0.48155	0.517	1.3103	0.703	1.8519	0.33445	1.82335	0.29905	0.5569	0.11315
ADTRP	0.02965	0.4365	0.266	0.021	0.4708	0.1513	0.5483	0.16785	0.6185	0.0898	1.6041
AE000661.37	0.0399	0.17005	0.16185	0.0621	0	0.0173	0.7181	1.12225	0.8995	0.0124	0.2375
AFAP1L2	0.3601	0.0201	2.3792	0.45315	0	0.0459	1.57245	0.06585	2.3147	0.0278	0.39625
ANKRD28	0.76385	0.8808	1.5144	0.82825	0.7142	2.118	1.3018	1.1254	1.0186	4.3087	0.9439
ANKRD36BP2	0.2694	0.2168	0.0698	0.1018	0.09855	0.03035	0.17975	0.1927	0.10925	3.58985	0.19915
ANPEP	0.02065	0.0127	0.01325	0	0.09375	5.94425	0	0	0.00225	0.01585	0
ANXA1	0.13135	6.10535	5.77705	7.3651	1.1099	9.0252	4.0395	6.5509	4.17945	0.13395	1.7019
AOAH	0.12265	0.9369	2.0565	3.99695	0.0652	5.2281	1.71915	3.53145	3.21905	0.1265	0.3964
APP	0.43185	0.5216	0.2677	0.17865	6.34535	3.86195	0.2932	0.2334	0.05315	0.0529	0.2937
AQP3	0.08235	2.9793	0.3241	1.26515	0.85975	2.62155	0.82145	0.7389	0.67	2.6415	2.0102
ARHGAP24	5.21825	0.0674	0.0349	0.07445	2.7664	0.84775	0.18395	0.36245	0.13495	0.09805	0.1643
ARHGAP26	0.4306	0.79045	1.91025	2.25895	0.4507	2.69905	1.36995	1.64805	1.5225	0.3304	1.01855
ARHGEF10L	0	0	0.02015	0.0212	0	4.826	0	0.0052	0.0458	0.00915	0
ASF1B	0.11485	0.0418	5.30955	0.05805	0.0649	1.9861	5.5131	0.133	0.4517	0.1626	0.20565
ASPM	0.09735	0	2.8141	0.0358	0.07395	0.726	3.38685	0.1385	0.28935	0.09845	0.178
ATAD2	0.4076	0.45525	4.1368	0.67275	0.0563	1.64725	4.1246	0.72525	0.89935	0.1687	1.06725
ATXN7	0.90865	2.6753	1.7667	2.99	0.8786	1.0132	1.55275	2.45125	2.1989	0.3055	1.75775
AURKB	0.19725	0	4.99835	0.05235	0	1.57745	5.4087	0.11015	0.4312	0.1033	0.053
B3GNT7	0.5686	0	0.134	0.35215	0.3795	2.43315	0.1534	1.27975	0.3687	0.04155	0.0338
BANK1	6.68675	0.05725	0	0.0589	0.62445	0.4325	0.15185	0.1894	0.0424	0.3324	0.0049
BATF	0.6785	2.3105	5.5173	1.40015	0.1863	2.31615	6.06865	1.74825	4.62865	0.38825	7.76095
BCL11A	7.32435	0.1461	0.0051	0.03575	9.59555	1.3764	0.2911	0.2038	0.0295	0.0855	0.1085
BCL11B	0.11915	2.09775	1.8033	2.4371	0.03225	0.0762	2.0936	1.591	2.03295	0	2.29735
BHLHE40-AS1	0.03065	0.2689	0.6595	0.3644	0.28305	0.3934	1.4108	0.5356	1.15065	0.016	2.1354
BIRC5	0.2336	0	4.84215	0	0.0096	1.97275	5.42705	0.03195	0.49435	0.1969	0.2013
BLK	3.9315	0.12575	0.04705	0.0777	1.027	0.03245	0.15995	0.13385	0.0685	0.2334	0.0204
BLNK	5.98725	0	0.04855	0.04605	6.4409	2.71035	0.3121	0.2261	0.0365	3.32735	0.0842
BUB1	0.28365	0.0992	4.09595	0.15315	0.2637	1.50815	4.4971	0.20605	0.63995	0.3858	0.2627
C19orf10	1.6593	1.5688	4.32895	1.22995	5.652	7.45715	4.8433	1.72535	3.29915	6.58235	3.13745
C1orf186	1.2263	0.02585	0.0232	0.0576	5.16615	0.01775	0.05775	0.0053	0.0185	1.1046	0
C1orf21	0.0018	0.03525	0.8826	0.62705	0.53245	1.64555	0.87385	1.0305	0.22075	0.0094	0.0843
C1QA	0.04235	0.04125	0.06155	0.057	0.07825	8.35645	0.07415	0.1955	0.09585	0.02435	0.2197
C1QB	0.0532	0.1256	0.06805	0.0441	0.07985	7.9157	0.0666	0.18435	0.1481	0.0555	0.17095
C1QC	0.04565	0.07615	0.0297	0.0145	0	7.96035	0.03745	0.20605	0.0879	0.0196	0.2015
C20orf112	0.56665	3.4507	1.22215	2.49045	0.37575	3.0573	1.47955	3.49515	1.8974	0.36955	1.92535
C3AR1	0.038	0.42375	0.1451	0.39015	0	7.3954	0.2067	0.42665	0.22745	0.01025	0.8413
C5AR1	0.1493	0	0.0921	0.11855	0	4.2716	0.04005	0.00355	0.06835	0.0026	0.05735
CADM1	0.00145	0.1328	2.2706	0.1888	0	1.40785	3.42415	0.22525	3.44525	2.3157	1.3023
CAMK4	0.53555	3.64265	3.03705	3.48095	0.09815	0.08995	2.94505	1.98865	1.90115	0.2501	2.28345
CASC5	0.65695	0.18465	3.42435	0.0612	0.07865	1.1959	4.0871	0.11	0.3324	0.14855	0.17955
CCDC64	0.25005	1.31655	2.71305	1.9859	0.01255	0.07795	2.5075	1.4248	2.9452	0.00105	2.0537
CCL4	0.1613	0.0326	6.90835	4.14685	1.18855	5.9186	3.9551	4.1923	6.0368	0.1471	0.775
CCL5	0.38535	2.8652	9.36165	9.0863	0.2478	4.7414	6.04085	7.60995	8.85045	0.2759	1.99105
CCNA2	0.1209	0.0623	5.3524	0.211	0.13685	1.69305	5.7152	0.1987	0.9126	0.1473	0.1594
CCR4	0.02975	2.2012	0.3068	0.4358	0.00215	0.0692	1.1235	0.35965	0.47475	0.0025	2.7795
CCR5	0.1351	0.79065	3.1843	1.45815	0.9891	3.3883	3.39655	1.0189	3.8396	0.04465	2.8079
CCR6	3.40095	0.9699	0	0.2103	0.3673	0.4519	0.4029	0.3834	0.04205	0.1124	0.99785
CCR8	0	0.2912	0.013	0.04795	0.0075	0.11795	0.7875	0.13175	0.20325	0.0052	3.57505
CD14	0.03215	0.09495	0.1086	0.1555	0.0506	11.08735	0.08925	0.2288	0.03125	0.0464	0.1267
CD163	0.0526	0.16045	0.0546	0.05935	0.13765	8.356	0.0515	0.1433	0.0594	0.0219	0.0842
CD19	8.25175	0.0122	0.0268	0.03155	0.10565	0.05985	0.32975	0.0878	0.0395	2.35385	0.0058
CD200	0.95225	0.1716	1.4648	0.17425	0.07755	0.06625	1.81935	0.12285	1.1157	0.05115	2.1324
CD22	8.14735	0.0124	0	0.02305	0.20925	0.33975	0.245	0.10785	0.0282	0.1878	0.0138
CD247	0.33835	4.27705	5.81085	4.08415	0.42675	0.2469	5.8449	5.1827	5.41265	0.0265	6.1683
CD28	0.12525	4.15815	3.47235	2.75665	0.0344	0.6415	4.60785	1.8423	3.89525	0.021	5.5274
CD36	0.02575	0.00285	0.01645	0.02305	5.066	1.5807	0.00145	0.0364	0.00555	0.01525	0.0027
CD3E	0.12525	6.17605	6.2959	6.24095	0.6379	0.3062	6.10635	4.5881	7.01605	0.0421	7.147
CD3G	0.2916	8.11865	8.18795	7.58235	0.13445	0.4142	7.8448	5.48585	8.4778	0.0696	8.2334
CD4	0.2022	4.82865	0.02075	0.0749	8.9774	7.92285	2.9517	2.0076	2.21505	0.0187	7.4026
CD40	5.8716	0.12745	0.02545	0.0541	2.0059	5.6855	0.36445	0.36925	0.0805	1.40665	0.4194
CD40LG	0.20575	2.8642	0.06315	0.23095	0.0234	0.04635	0.82285	0.85985	0.88365	0.0071	1.5997
CD5	0.02165	4.65055	3.0409	3.50955	0.6971	0.23215	4.07065	2.5176	3.1449	0.00695	5.1057
CD6	0.2537	4.02535	4.07385	3.68375	0.05265	0.18775	3.4263	2.8875	3.6577	0.07695	3.43145
CD72	5.21885	0.22235	1.3952	0.5111	1.7518	1.39065	0.877	0.6608	1.02425	0.0343	0.6147
CD79A	9.0375	0.0847	0.35265	0.11505	0.6466	0.05775	0.8611	0.5125	0.8456	6.35555	1.15655
CD79B	9.19285	1.05835	1.73355	0.2883	0.04155	0.32355	2.3466	1.1118	1.8156	3.3086	2.4771
CD8A	0.0713	0.52095	9.4754	9.1596	0.13975	0.06555	1.53	1.0219	2.85335	0.07495	0.4677
CD8B	0	0.43525	7.3831	5.89845	0.00665	0.08275	1.399	0.4743	2.6386	0.0308	0.4987
CD8BP	0	0.0753	2.0565	1.40935	0.01125	0.0319	0.4145	0.1128	0.83415	0	0.1675
CD96	0.5507	5.20945	6.7668	5.98225	0.0424	0.2803	6.08155	5.16015	6.5897	0.08645	5.19445
CDC45	0.0392	0	3.71275	0	0	1.47075	4.018	0.10555	0.1712	0.0568	0.0959
CDCA3	0.2054	0.06755	3.41445	0.05865	0.06615	1.40295	4.42955	0.0591	0.14325	0.1861	0.0805
CDCA5	0.082	0.0117	4.81645	0.0454	0.03515	1.58585	5.1742	0.076	0.2234	0.0763	0.0139
CDCA7	0.886	0.24905	5.60405	0.3531	0	1.4761	4.6538	0.2196	1.2525	0.00705	0.65415
CDCA8	0.18415	0.00405	3.86855	0.0397	0.05655	1.2204	4.07455	0.0789	0.2736	0.0905	0.041
CDK1	0.3106	0.0939	6.0336	0.06885	0.1631	2.77025	6.3848	0.1197	0.3731	0.14285	0.161
CDKN3	0.25005	0.0833	5.2449	0.1509	0.1827	1.98495	4.65935	0.204	0.76375	0.29815	0.5073
CENPE	0.17385	0.1169	2.7172	0.1731	0.14255	1.0538	3.53965	0.07745	0.5794	0.12735	0.28395
CENPF	0.15895	0.071	3.95625	0.338	0.107	1.28345	4.4336	0.31685	0.78405	0.08775	0.37725
CENPM	0.75515	0.2364	6.06005	0.4971	0.0357	2.20395	6.43725	0.3122	1.16195	0.7594	1.06815
CHAF1A	0.28325	0.0381	1.6118	0.14125	4.36645	0.64605	1.6785	0.10255	0.4619	0.09775	0.1732
CKS1B	0.8749	0.22095	6.2588	0.3402	1.54275	3.95075	6.856	0.61485	0.9613	0.6303	0.9471
CLEC17A	3.49275	0.01315	0.0674	0.007	0.09935	0.02075	0.17465	0.11055	0.0454	0.3046	0
CLEC4C	0	0	0	0.039	6.2706	0	0.02465	0	0	0	0
CLEC5A	0	0.00405	0	0.03115	0.02735	7.2666	0	0.02985	0	0.01155	0
CLEC7A	0.0338	0.09275	0.0209	0.05995	0.1452	8.0456	0.1001	0.23665	0.20975	0.086	0.6457
CLIC3	0.1166	0.09475	1.05265	0.8141	8.37555	0.05405	0.4517	1.3318	1.42895	0.20485	0.04915
CLIC4	2.19505	0.00245	0.15265	0.0756	1.064	4.68945	0.5663	0.11695	0.1163	2.9078	0.18965
CLSPN	0.06805	0.0583	3.216	0.04615	0.00495	1.1659	2.85965	0.1494	0.5575	0.07605	0.2399
CNR2	3.04075	0.1823	0.07205	0.16785	0.78065	0.03865	0.28425	0.25815	0.1878	0	0.10515
CPNE5	3.51285	0.0885	0.00295	0.01785	0.068	0.0512	0.33505	0.06785	0.06445	3.06045	0.1358
CR1	2.1206	0.18085	0	0.03345	0.0104	1.02655	0.02525	0.10885	0.0127	0.04725	0
CR2	3.9692	0.0739	0.015	0.0653	0	0.0017	0.1299	0.16945	0	0.22665	0.0912
CRADD	0.229	0.3511	1.0342	0.38345	0.6921	1.0879	1.59715	0.26535	0.782	0.82245	2.89225
CRELD2	0.75105	0.47945	2.4111	0.6102	1.14345	2.75645	2.73075	0.6103	1.8293	5.07215	1.5451
CRTAM	0.0241	0.3019	4.60405	2.32185	0.0044	0.6892	2.90575	1.75255	4.2414	0.06695	0.3582
CSF1R	0.1292	0.1271	0.06075	0.02365	1.89045	8.46505	0.2955	0.1883	0.1514	0.02345	0.1029
CSF2RB	0.82115	0.08065	0.00445	0.0927	6.4601	4.18905	0.266	0.0349	0.0618	1.59245	0.8306
CSRNP1	1.9642	2.73985	2.4937	3.38235	2.20055	3.13895	2.2614	3.99905	2.6544	1.00775	3.23725
CST3	0.00965	0.0599	0.3184	0.2044	9.2174	9.2709	0.2203	0.21775	0.45235	0.58305	0.1825
CST7	0.0739	1.9547	8.0432	6.67445	0.26895	0.53295	5.96605	6.21385	8.0574	0.087	5.18855
CSTA	0	0.05835	0	0.0226	0.0302	5.54925	0	0.0549	0.0328	0.03445	0
CTA-250D10.23	4.4004	0.07545	0.18035	0.17145	0.1275	0.1058	0.32285	0.19795	0.1737	0.44	0.0548
CTBP2	0.04835	0.1468	0.04935	0.18545	1.02345	1.9193	0.1669	0.66455	0.1198	0.02965	0.12475
CTD-2313F11.1	0.01315	0.35035	0.61755	0.8102	0	0	0.84195	0.69555	1.314	0.0134	0.1595
CTD-3035D6.1	1.77315	2.25705	1.50595	1.7482	1.15685	1.32635	1.40485	1.41955	1.13355	0.4787	1.2143
CTLA4	0.1578	1.77035	3.81385	1.33175	0.0161	0.3117	3.86805	1.0812	5.5035	0.03695	6.97095
CTSW	0.10615	1.72385	7.49645	5.73315	0.5724	0.56585	3.8091	5.33235	5.31415	0.2025	0.5165
CX3CR1	0.0287	0.0044	0.25865	0.54275	0.50345	1.5972	0.08955	1.33515	0.2346	0.0101	0.5674
CXCL13	0.14905	0.07875	5.39495	0.88765	0.02755	0.0492	2.80825	0.5314	4.0438	0.08705	2.6689
CXCR5	5.32665	1.1341	0.24805	0.9146	0.13685	0.25185	0.6039	0.57785	0.8701	0.2582	1.33055
CXCR6	0.1294	1.1161	3.11705	1.2148	0.1748	0.25495	3.7347	0.84345	3.86545	0.06895	4.3925
DERL3	0.70745	0.0211	0.62195	0	6.32525	0.361	0.7965	0.0564	0.03905	7.6693	0.0671
DGKA	3.9387	6.1546	4.57745	4.0086	1.48795	2.2337	5.20805	3.10235	5.0719	1.14925	6.3652
DGKH	0.0481	0.44105	1.87995	0.38195	6e-04	0.34465	1.36905	0.4956	1.58975	0.00325	1.3279
DHFR	0.2993	0.18845	4.5422	0.24545	0.2071	1.7208	4.1113	0.1801	0.3832	0.09525	0.2558
DHFRP1	0.07145	0	3.7204	0	0.0421	1.2124	3.1909	0.03905	0.16575	0.0376	0.0705
DHRS3	0.1661	2.28135	0.6935	1.4066	0.0699	4.6101	0.73085	2.0057	0.59725	0.01515	0.5694
DLGAP5	0	0.01035	3.33275	0	0	0.9912	3.86985	0.0401	0.2854	0.0685	0.0392
DNASE1L3	0.55725	0.03445	0.0233	0.0411	6.27135	0.00365	0.029	0.1048	0.04325	0	0.0256
DOK3	3.88145	0.08565	0.0984	0.0067	0.0952	6.023	0.36175	0.1175	0.2257	2.0339	0.05005
DTHD1	0	0.3174	1.47655	1.13925	0.007	0.0268	1.87985	0.9053	3.48775	0.0125	1.0343
DTL	0.0699	0	3.54365	0.1163	0.05935	1.35775	3.9576	0.12985	0.39355	0.12065	0.2848
DUSP16	0.20725	0.888	1.1238	0.7931	0.3189	0.1773	1.48645	0.8772	0.9629	0.0475	2.7783
DUSP4	0.9066	1.08185	5.6905	2.54325	0.39955	0.39755	5.47035	2.3754	5.5656	1.0757	5.86495
EBF1	3.6396	0.03235	0	0.032	0.00415	0.03835	0.16395	0.09315	0.04405	0.24715	0.04705
EEF1A1P11	1.5918	2.2532	1.2095	1.72115	1.58875	0.9786	1.3314	1.5294	1.27545	0.3539	1.65505
EEF1A1P12	1.59965	2.32675	1.30785	1.7367	1.69045	1.18075	1.1353	1.395	1.45245	0.42705	1.488
EEF1A1P19	1.27585	1.70585	0.8179	1.2405	1.0324	0.73845	0.8075	1.12475	0.89605	0.2279	1.14725
EEF1A1P8	0.54025	0.8631	0.36695	0.59175	0.5347	0.31255	0.35385	0.4329	0.3757	0.10485	0.516
EGLN3	0.0331	0.34735	0.1026	0.0275	6.14645	2.5799	0.0882	0.2217	0.10725	0.0192	0.0278
EGR3	0.62	0.09195	0.21905	0.36665	0.02895	0.5367	0.19915	0.84425	0.09705	0.0443	0.4183
ELL2	1.49825	0.83895	1.25585	2.0285	1.54805	2.25865	1.6008	1.8275	1.4561	3.17725	0.94235
EOMES	0.00405	0.28515	2.5383	1.0578	0.02815	0.02415	2.22495	0.7533	1.91525	0	0.1036
EPHB1	0	0.01345	0.027	0.0224	4.83665	0.03295	0.05505	0.0255	0.0974	0	0.01895
ERLEC1	1.8246	1.45325	3.2845	1.3414	2.5328	4.144	2.94245	1.439	2.62785	4.99605	2.149
ESCO2	0.037	0.0059	3.29715	0.0077	0.0022	1.21635	3.0258	0.07345	0.13145	0.0497	0.0345
ESPN	0.05375	1.4947	0.21085	0.64905	0.00945	0.04255	0.39405	0.91855	0.47235	0.00955	1.34965
ETV7	0.2759	0.3549	1.3538	0.13575	0	0.4722	1.427	0.34095	0.88435	0.3557	2.57825
F2R	0.0396	0.77145	3.00905	1.8272	0.0102	0.06085	2.7152	1.02195	2.815	0.38775	0.9019
F5	0.0198	0.5587	0.4435	0.087	0.00105	1.3521	1.12545	0.08415	0.50845	0.0012	3.05775
FAAH2	0.22615	1.19635	0.31015	0.4805	0.2381	0.0253	1.14905	0.91415	1.17785	0.76475	2.5823
FAM129C	3.15135	0.017	0.03565	0.01945	4.97825	0.01275	0.07405	0.15255	0.04795	0.0016	0.02395
FAM198B	0	0.01165	0.00815	0.0019	0.131	4.19075	0.00225	0.0053	0.0018	0.0086	0
FANCI	0.2913	0.1205	5.0581	0.21815	0.5088	1.5808	4.8645	0.25575	1.0585	0.1442	0.7203
FAS	0.93845	0.9688	2.81115	1.3392	0.28585	1.39955	3.7732	1.4299	3.0578	0.9757	4.19845
FASLG	0	0.2164	3.36055	0.87995	0	0.0485	2.20235	1.277	2.37075	0.0073	0.2041
FBLN7	0.0655	1.39415	0.06855	0.3161	0.1418	0.08315	1.1561	0.7032	0.63255	0.0179	2.8969
FBP1	0.02715	0.06595	0.03845	0.08785	0.92235	10.0062	0.0444	0.3203	0.07635	0.4037	0.1456
FCER2	5.321	0.007	0.0229	0.0283	0	0.08415	0.01305	0.1484	0	0.1663	0
FCGR1A	0	0	0.03485	0.1098	0.06675	6.89765	0	0.1028	0.0394	0.0302	0.0524
FCGR2A	0.3638	0.09	0.1829	0.2018	0.2496	7.8277	0.12145	0.2897	0.10005	0.22815	0.1263
FCGR2C	0.7646	0.0305	0.0933	0.05475	0.14565	5.7087	0.1287	0.231	0.0321	0.54145	0.0433
FCGR3A	0.04635	0.083	0.7524	1.04175	0.0756	7.95845	0.15735	1.89625	0.4585	0.0403	0.17255
FCRL1	6.14125	0	0.0369	0.0041	0.0166	0	0.21245	0.1604	0.06145	0.21325	0.02865
FCRL2	3.09415	0.00765	0.00655	0	0.00505	0.02685	0.13945	0.05575	0	1.2138	0.0595
FCRL5	3.9523	0.00795	0.0465	0.0161	0.4491	0.0235	0.13585	0.16535	0.01845	5.15255	0.01965
