,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8
PDE5A,0.760838617997972,8.5339421908996e-09,0.000112286518580106,0.838758400402764,0.0531739928209147,0.132687724067034,0.589045520014493,0.0818135879694584
NAAA,0.432465710709885,5.29269410341865e-18,1.24112528512381e-78,0.00436160802803158,0.201586857154159,0.00024636274434945,6.78167911975348e-45,0.876404500801708
NUP54,0.041346080441218,2.18720868513306e-08,2.67567361981137e-08,0.590050016927432,0.942322897821388,0.156224269408327,0.000638093152983617,0.132362455605525
BMP2K,1.64157550258045e-107,1.84410898280679e-05,1.44796801593067e-46,0.590872966996335,1.61980003964661e-10,2.30290219011296e-06,6.69874309560166e-55,2.87189694746048e-17
G3BP2,1.49032186340105e-07,2.8004122856936e-43,1.47143884780102e-17,0.297770950677529,1.36994571795169e-16,0.71796804161894,0.00996116424564887,6.13884618821372e-05
SCARB2,2.88187706022772e-05,3.5000452669144e-56,8.71411048419458e-92,2.69791888580532e-44,6.00675796994094e-12,0.148265837161618,9.96863743276886e-85,3.48800991350642e-05
CCNG2,4.54575912636134e-05,0.00866523769974355,0.776686580157542,0.0696546507938969,3.45534719514166e-10,0.00427887056387295,0.191179020445638,7.09076959033062e-07
CNOT6L,1.70654690598439e-78,2.77036135891772e-46,1.57197186850344e-115,0.00274976605339239,1.7980914900849e-12,0.200916045674105,7.09243509877065e-47,4.77615818495274e-48
USO1,0.0863454001278712,5.2432472438468e-61,0.00697864454923243,0.00156247910247037,0.0896156088311107,0.0631170466734579,0.000397999239849985,7.19476089705293e-07
PPA2,0.162776767457832,9.69134867622978e-19,0.00751351512639272,0.672974485413889,0.826630671909431,0.00437637577582564,3.5741438499851e-05,0.0120697808143876
CENPE,2.84552495284752e-07,0.0320455008865586,2.41636507792402e-62,0.00336861736444828,0.434548989275774,0.000874612509784107,3.64008905612321e-76,0.0449251172314703
GSTCD,3.74075032520526e-07,0.00433421990102601,5.22167469120166e-05,0.779247016791778,0.028365443761957,0.415177113734532,0.264281601290217,0.773822281479674
INTS12,0.8371851636444,3.0529028803625e-10,0.00861801691358618,0.0118008414018178,0.655803794244362,0.0963060638927478,0.145128812221479,0.00312643824501723
CASP6,4.71295592951108e-05,0.00422896186067535,0.405747413599098,0.549588196396588,0.0501309460056745,4.70017133285295e-11,1.78979015959093e-05,0.194559102790584
LEF1,7.08357785680182e-50,1.02456411767987e-09,2.31237204025873e-54,2.16908778509615e-09,3.44484079927231e-49,7.30468482027393e-106,6.8266352885843e-29,0.755404219379398
HADH,0.284846067922745,1.76625416529091e-08,1.56512741509523e-19,2.66143691101271e-05,0.155776186745763,0.391611194693153,9.58417755980477e-12,0.314476720721939
PAPSS1,0.779054138369528,1.83752198991889e-37,5.63110846744811e-36,3.4489611005533e-11,0.000193970527024931,0.684341239448399,2.05092212567487e-24,0.000882646024112474
SEC24B,0.35757203201553,1.4288485260771e-22,0.00188543774308123,3.5124447756429e-06,0.0432785840028195,0.380482979241099,0.00786604341967469,0.454995031200925
PPP3CA,8.23177703126944e-86,2.15974472650523e-127,1.00591558725843e-13,0.0033676196447472,1.89626674513768e-48,0.000520578668324604,8.83015631931592e-16,1.45326077271356e-06
SLC39A8,1.19573700116089e-05,5.14123611343924e-20,2.81021866209878e-36,2.18972538430888e-12,0.00520908424527482,0.000165386692798867,2.96775146728603e-27,1.64882926481257e-07
MAPK8IP3,1.10751169104058e-16,2.16001554708983e-15,0.111221169356809,0.763563552936759,0.659253578882359,0.346368819050619,5.08964091359406e-05,1.67337242898951e-05
RGS3,5.50110040011774e-36,4.04664618032607e-09,5.12936829391887e-51,5.23717137840246e-20,0.0165805281762906,9.4245352229928e-09,7.12483251236005e-121,0.175259230504475
GUCD1,1.03212655134314e-24,4.59470234446883e-13,0.689350922158717,0.115222076606606,0.18473230533742,0.000503569924386359,0.320066036101761,1.77924903626222e-06
RNF185,0.0123212436728561,3.55071226165964e-14,5.59422773466723e-05,0.772115239562361,0.39066196801304,0.795513786250025,0.0130248670999236,0.000311701753502294
PARVG,7.14706720385457e-16,1.90616553024799e-52,2.93875808759263e-19,1.32946984287781e-06,6.8989279520358e-12,2.33343788611005e-09,2.39927590590859e-06,3.03118353986467e-06
ERP27,4.23112621493134e-08,1.30595122784607e-14,3.20119917459801e-17,1.92106405019065e-08,0.00484307791317939,5.03384641703819e-14,0.376926609296068,2.80882170436459e-07
ETV6,0.00452230950167625,1.10668785549256e-22,5.18796015513504e-76,1.7645510074801e-39,7.85344252720747e-09,0.00904236833553974,5.82032528707427e-78,2.00747375464821e-27
GABARAPL1,5.48930665520452e-117,3.21746257439043e-41,4.39193795990485e-12,0.00018398518742984,6.9372566341044e-24,4.26024469312894e-37,5.04823053470559e-17,3.35962503609071e-119
KIF21A,4.76319040536212e-50,5.85923607003088e-05,5.73196021115076e-94,7.20919406078498e-14,0.000723490098931735,0.0015726648266311,1.24286641916778e-85,9.29769982054669e-12
CPNE8,0.0270937991112384,8.64655723667967e-14,1.91920762832944e-60,0.084227768017712,0.21248678805168,0.21760000209507,3.97154773074601e-21,0.219265322694697
YARS2,0.0574849512082642,1.09517337242739e-10,0.000361988162307252,0.248769476590289,0.540418965565236,0.659001620435101,0.177057112047351,0.593537899343672
FGD4,0.0581249079271956,7.13203903388467e-16,6.62158629254318e-263,8.92042895779886e-05,1.50681041004431e-23,4.01523816816827e-05,1.48726744191645e-91,1.50152462448748e-13
ALG10,0.105242360506404,0.00723157419682943,0.00730782742949849,0.0519654414073838,0.0161526490641725,0.824518164315182,0.0101328594568525,3.23268210831744e-05
FAM60A,2.55112927073172e-09,9.90178220014091e-20,3.94498088953752e-17,1.85603831796008e-12,0.0768840940081754,0.0141157066405962,0.58491691828164,0.000790974546673774
AEBP2,0.0314107199101649,6.01871656024966e-21,3.04207903065896e-17,0.142851744087345,7.38201260774209e-08,0.0678150506387259,6.95027115184245e-06,0.0733978042708954
ETNK1,0.0458190543066809,6.81108744422981e-65,8.66888820476009e-18,0.701968050027555,0.0948244806398377,0.000822616190756341,5.96726667127364e-29,0.00495182760409661
ZCRB1,0.000466609713867636,1.35851016453485e-34,6.31188485437669e-10,0.0565932902397629,0.00860847747988862,0.0289603780641683,8.55179908172376e-24,7.74191088142124e-05
TMEM117,1.1730070182998e-06,8.43078895155328e-06,0.249255160770073,2.38701143028765e-05,0.00118322389838257,0.0431668670134852,0.265299029338692,0.873952457478269
C1RL,0.000874854301250842,0.000733226580567633,0.00521443503263486,0.231902625941414,0.0926788607009695,0.000432003717256676,0.514210477547491,0.0693737874371887
NDUFA9,0.00255136904663605,1.20260795145942e-31,9.58171576481432e-08,6.37531581125088e-06,0.268589731602883,0.190451387576396,1.14604905232244e-06,1.46287698329276e-05
CLSTN3,1.41029238263767e-55,7.39384771234374e-15,8.21644314067398e-119,2.40681633159231e-14,5.67860229811475e-11,0.000215699498456999,1.04078747608952e-109,0.0145623506124538
KLRG1,8.42037439158438e-100,1.93107749235854e-28,2.46596368472726e-86,1.37468798947278e-16,2.02101802682433e-36,2.54785693320296e-07,3.69871545609823e-112,2.23960062187985e-67
VAMP1,1.16602636912087e-06,4.25441737812787e-08,5.78050562366651e-56,0.489528793985831,0.000693390418095271,0.000492273557223782,1.07301644974288e-25,0.0464156617740219
TAPBPL,0.0180753331227971,2.51434617075431e-39,0.000181510936438112,0.509978895259334,0.492123700879688,0.185545498426865,0.648505094509399,0.0179005400631029
CD27,9.74541348598229e-96,1.33010255914992e-56,0,5.98112098993985e-73,4.02831311043936e-75,2.56159528779433e-11,0,5.51534926567768e-20
AMIGO2,5.19265772316049e-07,0.00937329638662012,1.52254544637154e-29,0.00432358541428651,0.141212132137704,0.182965160779471,1.2198113521407e-18,0.94367596158225
SCAF11,0.000273982013599623,5.83777086832037e-50,0.307165312224673,0.000512646683969079,0.523633825215021,0.0582178128485892,0.000161232414687567,6.51980495885738e-06
LLPH,0.73867571754041,3.89569594940163e-16,0.0985953905872603,0.0262530919122266,0.627162952310743,0.0557243494662055,0.00524343143640471,0.00861809780984921
RPL14P1,2.09314478253349e-17,5.45984491069305e-123,1.96972637995075e-20,0.057560081540961,0.723489007554413,1.00923549365965e-20,3.46540407358365e-05,1.08810314875905e-06
GLIPR1,0.031870461954888,2.47620232406561e-31,1.53543100641644e-42,0.00809749557311936,0.131210527545917,0.474021216573456,9.10825689304368e-29,6.52627441399831e-08
PHLDA1,5.24007807941581e-191,3.19525415569833e-57,6.52700450756696e-51,1.48901727529679e-52,1.60888054287725e-101,3.3445178553463e-21,1.53941261527758e-125,0.102718987458376
TMEM19,8.6119557623964e-50,2.29961145112677e-41,0.0328925255107571,5.07406474459239e-24,1.82412755094946e-20,1.70150229056713e-06,1.63646430510911e-07,1.00659488039873e-11
DUSP6,0.272785761794646,1.39735594113782e-22,4.64574379557712e-173,3.19394679475985e-13,0.950583118003099,0.00116662542795665,1.10544584703003e-103,0.197438316994886
POC1B,0.0201896513628859,6.46650633079857e-13,1.06012243027551e-06,0.444664441776786,0.0825930050103606,0.0351533506255463,1.34078686335945e-05,0.615891028781058
TMTC3,0.966543322686662,5.85048894021492e-11,0.0539165754024388,0.0525591560503226,0.478430960538367,0.717195656229917,0.698262948200074,0.0101075337091331
SNRPF,0.00302456903923692,1.33437346390098e-52,3.96702021508489e-17,0.000772907989294219,0.773114766921373,0.176832821601558,1.15470093928152e-28,3.68472180384482e-06
NEDD1,0.0243683633985208,4.30283163602364e-06,9.2608200874248e-22,0.00237546848664567,0.0721677958858945,0.738282383533134,1.66872024486675e-09,0.15637919909693
SYCP3,9.7704832810951e-40,0.00440932249036365,0.800310530444797,0.971598519685519,0.000184295250575338,5.43708510678053e-07,6.40766836583733e-05,0.165468564487461
GAS2L3,0.00156314736760123,0.0094815405257347,4.43264734284489e-51,0.0149533640833995,1.31725638297999e-05,0.000574783681675709,1.05118371139048e-09,0.00067466393386182
SLC15A4,8.23391125117646e-07,3.23754074571238e-08,1.72377468647227e-06,5.97060106603787e-211,4.24500493304105e-11,2.74843020674946e-12,5.56827998672393e-11,1.47421987045085e-06
TDG,0.963277054857889,4.18940654658899e-13,1.76717423299842e-12,7.58084459235519e-05,0.00249684891575728,0.00873496068051516,3.74974535419385e-06,0.0644908297152783
C12orf52,0.747973090880025,5.38589809647665e-06,3.0103914436256e-06,0.53002621819142,0.901844075744715,0.104239677606771,1.546515581488e-10,0.00468468882974188
SDSL,1.55494289254638e-11,0.00397240411140742,1.77176209499247e-130,0.257421374456479,5.4686838547881e-05,0.000145656264547349,1.33540025808208e-31,6.11899307996736e-18
MMAB,4.18410471705347e-10,1.29363796274803e-09,0.245834563271563,0.0803161442730727,0.0295385880230504,0.377758301021853,0.273988500291735,0.839224545087437
GLTP,0.00383684841881704,1.46015230674846e-23,5.95105077498406e-05,6.37784555503804e-12,0.0580962378905084,0.00113106473114721,0.259393900704041,0.00153447661038602
GIT2,1.21837295650312e-11,7.32884378887991e-41,0.00231121837950407,0.902101823503203,0.00753092509797852,3.91316772403294e-05,0.0283228493759316,8.84890719950207e-07
TCHP,0.00230898759058077,7.23555076854249e-09,0.000249143606233224,0.438717001699182,0.205200886877287,0.0889149971965831,4.38050079555251e-05,0.189859228508398
NUPL1,0.112986608576528,1.22713048010789e-42,0.00448262153856573,0.859557061699748,1.5567186460181e-10,0.0477337289473783,0.000412563813476838,5.35517623642788e-05
MTMR6,6.44812105665642e-06,2.72625787674679e-11,0.0123598828354485,0.0123506261950814,8.45750140126917e-09,0.00204282621661653,1.35800999978287e-07,0.00114993846758592
SLC46A3,0.119752994249419,2.11552913449595e-06,0.00237920916335177,1.39478034839311e-09,0.0139221304697723,0.190145727637646,0.175997944305504,0.111247285250644
SLC7A1,0.0841954986676191,3.82338152346388e-27,8.59199472956055e-19,0.237296164882499,0.0173380145200786,0.357108671857212,9.19207146309793e-06,0.34030140944999
LNX2,0.341360465708996,0.284940944152705,0.00113769037162813,0.0452805517438732,0.814314308481165,0.625021547485518,0.389808467529378,0.0157072427244235
SUOX,1.89628560292586e-05,1.74556154181979e-07,0.000327390664513543,0.00355254481043626,1.61124590326998e-16,0.111792403175345,0.00230373825496479,3.73438694736555e-08
TARBP2,0.137320016619405,4.16304076191562e-15,0.0331010395362433,0.388323708011244,0.905894697671548,0.893984407678022,0.0100560398985942,0.87498522975705
ACVRL1,0.000593553704094458,0.00119404474419445,1.33454207300401e-67,1.55034640728949e-06,0.000196963300433436,0.249040635536927,6.98743745471361e-23,1.88116507060069e-08
GPR84,1.3763920143828e-11,0.00042341609659721,3.8535987432683e-277,1.12641028680283e-09,4.54090128914104e-21,1.44938180771764e-12,1.56910484475262e-82,9.05233869666668e-18
NABP2,5.48416828651457e-08,2.78764947013679e-16,5.98018113481094e-33,0.000517050920117102,0.000290748487945665,0.293925151660683,2.5510431808637e-38,0.00678757879064943
N4BP2L1,0.000982182963207822,5.02026491100703e-28,0.0243911075036333,4.18291435452267e-62,0.749537047048269,1.45855183941792e-08,0.000624206825987742,0.0241127276151096
SMARCC2,0.0258272829482941,4.04918678554065e-13,5.26984981026797e-13,0.00298651646855875,0.000140266481502143,0.0592605144506933,3.15178706471065e-05,0.000540178503362758
BRCA2,0.362384475938361,4.66061026262215e-15,6.02213619393345e-34,1.35835121849781e-07,0.0760687237555383,7.13938630305594e-05,1.49351279366519e-29,5.24905501800186e-06
KANSL2,0.0507440734303303,1.27906769259373e-10,5.62129886059942e-09,0.847205188453093,0.19387502848119,0.186847163388993,0.0177744001930937,0.00105800077607046
CERS5,0.000632290987962496,3.22908723698787e-20,3.27500166612802e-13,0.46945609877347,4.88454347755839e-20,0.263744604436781,4.54641020996584e-05,0.0339530613496678
MAP3K12,1.72781603711853e-09,6.9541813835406e-07,0.000172702971255298,0.0651792228550477,0.0566338922549175,0.501412198584308,0.0174378337199244,0.0029220480612219
ITGB7,6.38104272172271e-23,2.40783045642469e-21,3.18935063642553e-31,3.17246168697281e-09,3.61054972311746e-17,0.0516137819775065,3.97479692469761e-93,0.0741675519249495
GALNT6,5.40383913711659e-12,9.66676009392401e-09,3.30907101671942e-16,0.630789401826616,1.39138621432282e-10,0.525719411538459,4.30909769820175e-13,0.226422534938938
CSAD,0.902329258595951,9.22466229853554e-06,0.631818804459508,0.400326454240906,3.75926847684438e-05,0.00976087823091801,0.30469724427245,3.0312143564624e-07
LMBR1L,0.597850280626828,3.57663846379652e-15,0.0629029105106533,0.465752428426258,0.157113242125134,0.188450076830103,1.82993058474846e-05,0.066204067726251
C12orf10,0.74802854541288,7.16243309053631e-18,7.25435889537146e-06,0.0246164017039184,0.00576785650498668,0.120751618686723,0.000119072942734344,0.000150407462531337
ESYT1,6.77757463887253e-16,3.67253871714218e-23,2.16571912394859e-30,6.19131373691054e-14,0.00331051878923884,2.87471923377773e-07,1.26864112519223e-37,0.361343433086038
TMBIM6,7.6096655421583e-17,1.90986520325018e-30,9.84852460077016e-10,0.00223401089350779,8.49341372281174e-07,0.680473363431393,0.000452568418491802,0.0269179354940198
ANKRD52,0.000159036628467105,4.22860079046032e-18,4.85443051169016e-18,0.0284585777568422,0.00577940971041215,0.508228779631352,2.16699691256566e-08,0.000728523966720792
ZNF740,0.466510908747463,0.0426397966673301,0.0379331624903979,0.0134030097497381,0.0636402837114564,0.255104615484638,0.98771741640121,0.0612751662318235
WDFY2,5.52029047130376e-09,2.69044871948588e-14,3.13217547609228e-28,5.40346620810545e-49,0.0229475135871565,0.946275226026694,3.86755310450423e-29,1.26793820680696e-05
HNRNPA1L2,0.0307527299319516,1.87145115708438e-25,1.41603516391027e-49,0.00214084441614247,2.37537305983744e-11,0.0387249670915898,5.67939976626987e-16,0.00234349387171345
LPAR6,3.42295534233911e-14,1.95118806356616e-18,8.48383413597714e-51,2.15418329872646e-13,0.186311252817762,1.27922735829763e-22,7.63809149451216e-17,0.0458987036172445
ESD,0.64182108449922,1.02913725738261e-30,2.01409468753569e-17,8.19758806938909e-06,0.0133233340340554,0.0317879437467782,1.42656520153723e-13,0.644391854831481
RB1,1.25724762828999e-54,4.17824128594024e-15,3.72845300409332e-40,0.0977813541793243,1.48338786514162e-08,0.00447098671688225,5.62885553208023e-23,0.00016753983278477
SBNO1,0.395699953473889,1.61926006658218e-21,2.95787729494005e-09,0.369784439243629,3.21641969015158e-08,0.0230520829771048,0.183828611615649,0.108475945131443
MORN3,5.31212298755198e-09,0.000559086288473774,1.35059387573873e-05,0.359151315189844,0.0205317787403447,0.00227776175295675,0.245705440046289,0.172722369360344
SETD1B,0.00254160647539681,6.35101775436206e-11,8.39870253502033e-05,0.882318194045743,2.91975689590389e-09,0.24225740766437,0.739682101476533,0.0270935659735267
VPS33A,0.497084092855432,3.15266939703474e-08,0.00146610719417847,0.292275647787685,0.00444216305549418,0.914352323225617,6.6123903870719e-07,0.000333864989078657
VPS37B,6.09109634916858e-11,1.15420865806817e-41,2.39058429370513e-19,1.98410694479714e-36,0.00336790396954863,5.9055170937126e-33,1.30688565880154e-09,4.67297783382906e-21
RHOF,5.71746590921331e-15,2.75499799658161e-44,6.34481423638764e-195,6.36430242506951e-08,5.46546115190628e-21,0.490058164918332,1.70674456464241e-87,0.984483211371087
DENR,0.483428892066883,4.37066267666615e-27,4.41680698221618e-13,0.154112469960447,0.00499692651532204,0.226549389158823,1.34755623531194e-05,0.0158104156947236
DIAPH3,0.0138551403380207,0.0785830002422187,7.35514185052161e-51,0.0281935653307413,0.0034547126998269,0.916281216273055,5.36894544002225e-62,1.2305234074197e-06
SLAIN1,0.121750070255295,0.0881492946835171,9.44395760290242e-07,0.913874113748641,0.022336579918972,0.038666689430418,3.80002883636813e-05,0.000381499256736431
RBM26,8.20424679836163e-05,1.47612645909369e-16,3.66886140481721e-18,0.0174934347817271,0.248153507438846,0.00653794459374781,5.55841554716771e-08,0.000142325504585447
MBNL2,2.78418388983851e-11,6.37812678174876e-80,0.418439301372651,0.120413987575594,0.172836152400709,5.67614296719513e-05,6.78044528467919e-07,1.46389976641692e-10
ABHD13,0.299113736205443,7.39265107983615e-11,0.126760265981856,0.869605722760533,0.984365039145222,0.0141999262398341,0.0640851060579936,0.156512053325552
RAB20,3.05624956292716e-10,1.21152717197481e-09,0,0.0870805755529868,1.02767637299098e-19,0.640124172598686,1.14081766568071e-145,3.95848417935911e-30
CUL4A,0.0540540308926043,3.91322021138971e-18,0.839364580557775,0.0197678492023658,0.0556436414730965,0.440764969917706,0.890918078023291,0.00145971420623979
TMX1,0.255085624804493,1.08242972041507e-35,3.81793381075647e-06,4.66264437346357e-11,0.00815830606983947,0.03999842814956,1.04826298373212e-18,0.00159105215951691
PELI2,0.0387565194740858,0.00139619360352598,2.37014289409005e-31,0.010899858687616,1.61157053774637e-05,0.0657300873300491,4.75084031182647e-22,0.0187109378889029
RTN1,0.00088961961482586,0.000274045991146223,4.65333040767992e-88,0.00782041650263476,5.59199422990167e-06,0.0527710680584627,3.69815139792826e-34,0.00169160249373977
C14orf37,0.225933940771582,0.00146870979535122,0.227957278817886,0.660606722232479,0.845357937535548,0.274035754688002,0.493000417924242,0.96148679114381
SLC38A6,0.1199776740027,3.09610774988344e-07,8.98276893424689e-34,0.00858658478789051,0.0589279502650599,0.000281756002351919,1.13833327182348e-22,0.606490291210728
NAA30,2.85840812463593e-05,7.83557069525754e-09,1.96641072590591e-08,0.709242618361401,0.0221842009532322,0.0399321321367071,3.44526501890118e-05,0.885649817528112
DCAF5,8.1353325195766e-09,1.8024805353053e-13,6.81667908950146e-16,0.148431473164816,0.0274260620848496,0.0218908190369654,3.02888859004014e-07,0.000329895612847581
RAB15,0.363135025681569,1.09742934386437e-05,1.33496498752688e-05,8.78246315301359e-06,0.00379068824817563,0.364958065196701,0.795310386979964,0.515642314335248
WDR89,0.00119254624206106,0.000664082829060857,7.810555364228e-06,0.613126010646199,0.661876950667189,4.5309536216896e-05,0.417355229869843,0.0516675426495362
ESR2,0.198912218709833,3.16561723278702e-14,1.16877978093e-26,0.0250821031252285,3.2117578204661e-05,0.703432047312588,0.0475605241749757,0.537592314753463
EFCAB11,1.07876462381282e-08,1.93444369175066e-06,0.486326883226569,0.571391370180272,0.0783003810225158,0.483403880519904,0.800116701761331,0.0550205801237701
GPR65,1.76738377493124e-05,7.82448279353241e-23,0.274050295420286,1.01364146863144e-44,4.04726858346185e-14,1.80477222482221e-05,0.735139793766932,1.32178595773707e-21
PTGR2,0.10186036312524,0.0796200537110884,0.00135279852913765,0.14992875513604,0.558254765835499,0.604774031388925,6.6428460924134e-05,0.866718943477557
JDP2,4.90016546948444e-06,9.12454978196374e-07,5.85135388880784e-134,0.168765733589276,4.61859356351319e-09,3.00350470436783e-05,8.08349471301676e-54,4.90804967046472e-18
WARS,0.0415323532959529,1.05716937825698e-58,5.45586744001303e-121,0.000105464757009581,2.00723141797108e-05,1.33628880398831e-17,0.133545423706494,1.26171496194543e-28
WDR20,0.159642800826385,1.88303523131816e-05,0.00290905105510438,0.208869948996511,0.215671662516071,0.826244868587821,0.000561917977663837,0.0537925672138879
NIPA2,4.74818198747109e-21,5.22824167447199e-27,0.000476234205940674,1.07654255660486e-12,0.149348427073788,9.25234912078436e-06,9.14093840204371e-05,0.00751306654235171
HERC2P2,0.0103173353465014,5.58518295510736e-42,4.56264193568607e-07,4.3884020834683e-07,0.79396133943333,0.361624249178869,0.139689967063238,0.311934333511309
SLC12A6,6.50120533737434e-26,2.46914934758579e-14,9.55921447291947e-06,0.0213370811085775,7.73319860472559e-08,0.447927387261866,1.6468646885767e-15,8.6685083699656e-21
MFAP1,0.103443589997699,1.46610092976347e-07,1.82572855910247e-13,0.219451885979672,0.000153795386411238,0.0174135806584505,1.66666903912517e-07,0.0399194845331616
TCF12,0.00400856768066054,1.04152416762785e-21,0.379688818788258,0.000619123145330802,0.00549571373018152,0.373572519446195,0.000272524946721384,0.505114951928323
SORD,0.00299422888858107,9.28925261307773e-05,0.002562461279755,0.00749432890524129,1.38423071368123e-07,0.465525479873084,4.49484108581035e-08,0.00250482623462325
SERF2,0.151760386057173,6.94677544904009e-126,3.43017586348733e-27,0.00111001385932908,0.0914509625779417,0.609418811408713,0.560930097197105,1.61622643184222e-07
ZSCAN29,0.396689139752227,0.000880590099126731,0.00154116786315834,0.417525855723108,0.995561026164945,0.815177731822201,0.0750487301837837,0.199224768824683
LYSMD2,2.3846005842146e-06,1.57753362441917e-14,2.27837495720883e-07,4.46985550165591e-08,2.85297076119076e-11,0.234881546567615,0.0703774164580484,0.303984778566387
SLC27A2,8.01509200375691e-30,1.0420176260421e-06,7.63256591879052e-89,2.18817117177808e-11,3.64073463158036e-05,7.78044713241286e-12,5.88803049184658e-108,0.000787104066470337
BNIP2,3.50807602389873e-08,1.33541062420521e-28,2.08360305986754e-16,0.0225430984300741,0.00257147227924315,0.736741183603184,4.97478805319055e-11,0.167460421231339
GTF2A2,0.0437729562282069,7.39474615667567e-33,0.152721218783171,0.118535274127145,0.400162433707292,0.883237877478398,0.000846849124176582,0.0104299303012297
SRP14,0.255337485957792,1.29956447271559e-184,1.9457106536009e-17,9.7218819775746e-19,0.0695868380279689,0.373407614059882,4.18895890543376e-29,0.01448375515241
BAHD1,0.276032993438518,1.36551388781418e-06,0.030960703434331,0.1799735222956,0.279155168459121,0.65660948567657,0.0607560433428426,0.776946025615581
CDAN1,0.190053808500338,0.00710411304600995,2.97403946173452e-06,0.213318595550505,0.607645947661785,0.0494725946346772,0.000520222699000974,0.3058594016209
TLE3,2.79108822325527e-11,1.45782393293236e-42,6.06732284323159e-17,0.214837789913216,0.278671213208704,0.000104194623746754,1.33279291265005e-14,0.00988275104141748
ANP32A,0.337134851491009,3.28325901947683e-24,0.0016771499666933,0.454582480229629,7.04932344520179e-06,0.0684274483533461,3.93399846107503e-05,2.81044002999184e-10
COMMD4,0.293176762823509,3.96860345400541e-16,1.59924516121225e-05,0.0887723600939062,4.0446846983445e-05,0.0011418169731299,2.01663724109633e-10,0.000361635075281603
UBE2Q2,0.00743909021510758,3.78202753194211e-05,0.00595768625070273,0.830957599422208,0.152865822009116,0.508256673586746,0.0821149730937595,0.0615530808998159
PSTPIP1,7.33250952373502e-115,1.33168484450042e-61,3.10484247776157e-33,8.33636864724699e-58,3.07051738817975e-06,1.52738697160163e-07,8.38969716621741e-142,6.07912111032096e-17
ETFA,0.281706868871802,6.11308594225986e-33,0.184391465030951,0.051868696640889,0.48991141298805,0.00475341256086146,2.27507111426664e-10,0.0183070509433012
BCL2A1,1.21373608864882e-41,1.46501226678077e-35,0,0.135896745475462,6.15341356645329e-29,7.02039270176806e-05,6.55149951250064e-126,9.65279883952633e-13
HMG20A,2.110637370107e-07,2.29722549239821e-16,0.00435019051357269,0.043095738114263,0.196683126645482,0.954533624009969,0.217571908855185,0.0301841616521079
SCAPER,0.896590143277301,2.36975848773015e-08,4.56974752764801e-15,0.00581587000970561,0.910012026190812,0.261513330613947,1.70493594643397e-09,0.140403566015785
TSPAN3,9.97689742025413e-167,4.76026298626122e-42,1.22011034816866e-09,8.40988542310029e-46,2.02931322439472e-28,5.41763969358622e-14,2.59373532687384e-70,7.67640224378553e-23
WDR61,0.0147741202308982,7.98544594893832e-15,0.237119317929926,0.0851922188312648,0.00394620256025431,0.144223576473478,0.606000057470521,0.134448052667835
NCOA2,2.03219305436928e-13,6.16806910573593e-18,1.26570979663901e-20,0.000326896706163775,1.12777710693012e-19,0.00644152983456978,3.19533710503261e-16,0.254147552565744
NEIL1,1.87552212541703e-97,4.15031173176274e-10,0.484784329558796,0.0104010359388052,6.20202595697005e-07,0.446677278274954,8.68476754809543e-34,6.62137702060494e-08
MAN2C1,3.62426234189775e-16,1.62199042905085e-21,7.19669925554249e-12,0.547080512372826,3.59794946434996e-06,0.0194063877237349,5.12466530758628e-05,0.982818692189963
DNAJA4,9.12914866476707e-05,3.55176843948201e-15,0.0043796545451447,0.243691664442718,5.22808548292011e-08,0.000354115455593201,0.48519391504803,0.0915207476081151
MESDC1,0.0294910043979086,0.0307817606055959,7.99308675068432e-09,0.0359080695178401,0.366616422088853,0.136228502067262,0.266961066125059,0.219860540266965
TPM1,0.00239554731744447,5.13942008627075e-09,1.67991004393946e-15,0.000551516935597933,0.145552632089539,0.213750025435859,0.000593350524141032,0.429526892615081
IGF1R,6.47482486727147e-09,0.00136542975832652,3.03666549972535e-05,0.474975591428793,0.000366496812688622,7.56138779191433e-14,1.05001227260443e-25,0.100057912979519
PIF1,3.90158629370857e-09,2.86704170678432e-11,3.97608545070331e-28,5.56614286179845e-07,2.99575446856955e-07,5.84153112273471e-07,5.42177131145541e-67,0.00338035341258536
USP3,0.000154955046815743,4.46130623271404e-58,1.0768905546744e-11,1.03453903745035e-20,0.166463204347778,3.9073653145379e-10,4.32274821047976e-10,0.000162559111051155
BBS4,0.223322648893705,4.44222858994904e-05,1.65513285190803e-06,0.138064055406788,0.112096034870172,0.162797147409138,0.00028795351265497,0.0276655477759889
PML,0.120991933914599,2.15673713909419e-30,0.339774378925388,0.0989419960479926,8.60217105553142e-05,0.390094032478282,9.15047088595038e-05,1.2379891990268e-06
LINS,9.4099663745286e-10,2.81681188689128e-09,4.18180439850018e-18,7.64877761412008e-05,0.0010213872205983,0.00121171745401152,1.9161557704322e-12,0.394762419091787
ULK3,2.65071732918122e-07,3.76207641365111e-06,3.36255336584875e-06,5.67100324247326e-05,0.00179469557145286,0.617082054448935,4.15392270271498e-10,0.805706822900495
SCAMP2,1.1526562095933e-07,8.93108614429583e-41,0.0163652031488426,0.0125424678203067,0.00105561778822623,0.484194881085291,1.14932048026824e-06,0.00413626409178444
HAPLN3,2.75945466441191e-14,7.71283422946008e-19,5.69872538438706e-20,0.360805131838141,1.97378044972089e-28,0.514233234860172,3.41184621601187e-35,9.31399010993416e-16
