,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11
UFD1L,0.000323901420327536,0.114049687142094,0.0661397483978544,0.0439975695748048,0.575061645335162,0.375811004450673,0.00116590331565463,0.0604661829540885,0.121969282795353,0.0994981767491157,2.90853563019706e-09
SCT,0.00787013282138318,0.00646369727731049,0.00868338780922291,0.00872129942361415,0.00653036182982784,9.78969158745507e-46,0.00282954616089599,0.00832188969436134,0.00645563450469127,0.00867330860930102,0.00804289326464411
PHRF1,0.770010730209378,0.718260686524814,0.222802233681238,0.783277627298448,0.022433104708076,0.604197245895932,0.49057304142627,0.479190297785517,0.905466260812327,0.385274329587244,6.46957244017207e-07
IKBKAP,0.41703840452651,0.590826481592398,0.0286757138899874,0.766328073518873,0.988567128543551,0.365014286786857,0.989283363010686,0.594622160819737,0.317732781343149,0.498565206073607,0.000260442342799298
NUCB2,4.86736910221475e-18,0.00232385547986675,0.000257608529147625,1.3708193510962e-08,0.458290701356291,5.91400042677746e-10,8.5291128085576e-17,0.0926252726683026,0.243236820730144,0.0466445553771073,4.59916066362341e-28
PFN2,0.832336974723363,0.250609654565867,0.127124728083002,0.755636018699069,0.400789866965526,0.798461906884291,0.186938374121706,0.711958829290773,0.954028778206868,0.234257591764657,0.753114065995548
PTPN3,0.322865613951279,0.556411426961404,0.211246505406556,0.931284345178133,0.24201164282687,0.283731114796688,8.9455241957817e-05,0.0043751308694888,0.0369412524288601,0.0097699006690816,0.0275761490256998
DAPP1,1.86148432808183e-12,0.00237353143566447,0.0159283169010843,0.000802461225320622,2.13486425583843e-05,0.00284504728709377,0.10280253560256,0.0125591826400683,1.49475896570803e-05,9.01251211576558e-05,2.13072994053604e-14
SLC44A1,0.16555136677963,0.0491702454421031,0.0630844162591996,5.40221336067492e-05,0.128022122204098,0.584318716694456,7.28304811703312e-05,0.00491656181855538,0.0679678688016952,0.00198501271939425,1.18831523339223e-29
TMEM260,0.558934998517888,0.255223015094821,0.725660893249869,0.0381155980085245,0.596489374952183,0.0849361362371136,0.565240452404505,0.918704713509829,0.300764665489198,0.0876425219437417,0.0100884217051014
SMG6,0.118415098932271,0.251097770473239,0.538890713688897,0.136575701649993,0.138550038143584,0.0400526930222727,0.157146914314721,0.381277777296027,0.389796823196444,0.0172945055727992,0.000730656049610429
EXOC5,0.744953454326934,0.17011382582059,0.901813430176775,0.598224667416897,0.0872933204703802,0.365176805988611,0.304961371474196,0.289109502502491,0.548644760710072,0.561703969021665,4.05240833758327e-11
DGCR2,0.167864814002615,0.698372810703518,0.0201159212171071,0.134342352382713,0.699850270522122,0.309320349165411,0.191557376599381,0.232507851681348,0.445799489921434,0.0142348784418566,5.48967207868675e-10
RNF126,0.310147669471401,0.874138285133272,0.162017437174977,0.0976312736295199,0.0836090091433233,2.21794129589846e-05,1.72739399820049e-05,0.0960042368788428,0.819786245380826,0.482890613706002,4.71238722340242e-14
MNT,0.805577090812949,0.984200563803202,0.396693392124812,0.490184087521034,0.783943347992451,0.130461344540565,0.628434278357141,0.3397879840103,0.97194247043385,0.0790407618178227,0.00140730128549985
ZXDC,0.170800593836591,0.24169086928964,0.598069500396389,0.994233523754451,0.812904405532503,0.360741279869143,0.836946623686303,0.835995862772292,0.402566180819717,0.155749090433481,0.0101671597159434
JMJD6,0.17255344916025,0.00058194816078202,0.736153221119912,0.0953509766443527,3.58937885697554e-07,0.671646013442551,0.7584697881277,0.277621271107511,0.792901710287286,0.224851481065322,1.69690191943667e-11
POLB,0.0092440744025821,0.0187643502244048,0.354832125380484,0.612392119887336,0.14358290559566,1.18820933321472e-45,9.95359841513383e-05,0.195091574937578,0.0210080538100018,0.658825389774731,7.00839041193804e-12
WIPI1,0.000628947636071658,0.387775677793363,0.317525986925655,8.78429673230371e-05,0.510631137737428,0.562161881130671,0.000122219603794719,0.0158561501962392,0.00895581549254384,0.354434950016388,6.50572414252816e-26
GBA2,0.0482132707314473,0.894118240040593,0.595996259391996,0.493491937479095,0.273894957686162,0.71546054526916,0.314551595740563,0.795952009491062,0.475690797354611,0.928925987334825,0.0293624872204214
NDST1,2.33224968160665e-05,0.171065438685714,0.119283445500687,1.70545921067139e-07,0.168002537760982,0.404527429941266,3.90234052079873e-20,4.39055311153051e-12,0.0139781605978997,0.013353298853713,1.15840327113096e-08
ASNS,0.636421640091555,7.44772387247309e-05,0.21415495382574,0.812040542944333,0.421724012024734,0.00047177970939879,0.0323975570519667,0.00591950740734357,0.336336328627269,0.379142838337801,3.28209721279713e-10
AP3M2,0.104451129373623,0.0012593385421207,0.147316874741486,0.745564655080891,0.0106565948844973,2.62232353798355e-05,0.352018699450437,0.0047892634904671,0.621861318234837,0.355571745076484,0.000274783649718983
ST6GALNAC2,0.922846077395256,0.115841611066502,0.185644763522773,0.312636856638902,0.308068512533381,0.022665091669989,0.418909164165164,0.427867395242342,0.977248914623115,0.499159806213917,0.804493906853991
PABPC1,0.00050519525046639,8.6081930863064e-06,0.167579036705464,0.907374475225009,0.0808579098771434,1.50237875584105e-05,0.63641254527219,0.621009067655007,0.569955678464862,0.158339909252246,7.34790682019322e-111
TESK2,0.0159117218649003,0.629142276420568,0.122698760628206,0.0843705032439874,0.0490301490392521,0.463315770033193,0.523980473197887,2.34301124071033e-06,0.136046948874744,0.110321189365532,0.00307493307699673
C16orf80,0.0081168603474578,0.189772548763521,0.0485806516630881,0.00518261544662382,0.67113720987964,0.524193197486351,6.21741797036687e-07,0.00511191569922991,0.849320144897819,0.314298820766138,2.75504405116742e-08
CSNK2A2,0.994225743198346,0.544810799514609,0.881239530130715,0.611914782099934,0.0448898194250862,0.446488912110783,0.433456727657058,0.376218530952375,0.231487041739786,0.0160247561131694,3.76874380449993e-11
EIF2B3,0.374422585257122,0.212003180166077,0.629075420891039,0.820666822345227,0.412832074414584,0.897155162915833,0.908290813125138,0.205989650049473,0.658060320269531,0.0161407797349585,4.42729880603804e-07
TCOF1,0.00970878416665203,0.89129036899014,0.0114485339895646,0.181292568911144,0.521803389160042,9.09391139366686e-10,0.270430191211045,0.381134236017006,0.846805726382473,0.0747597890119888,1.2084078727866e-06
CDC42,0.399039490009307,0.140232802908703,6.69460438461767e-05,0.145126478395009,0.0083805085793127,0.060783656962096,0.435696697134912,0.0342134133588878,7.96869547866975e-07,0.34854700060574,4.22115168636123e-86
OSBPL3,0.907750886230848,0.0107977606055992,0.686779588835547,0.0828762706656837,0.261333825401923,9.88165645176883e-09,0.00107285267661176,0.000246282452806145,0.330517571723029,0.00250778456437928,2.11760843774311e-09
SLC12A3,0.284090263847599,4.80857936285834e-05,9.99849281283099e-05,0.000117474048324997,4.92973469239547e-05,3.49450322548252e-72,1.47263135389691e-05,0.00724048433191001,4.79407514648409e-05,0.000821113250638518,0.0650482494426197
RAD18,0.974561848468572,0.263432637273982,0.0443120205304034,2.10896367114855e-07,0.784939765298201,0.284857086488303,4.99674605591382e-11,0.000282917358701822,0.377073109528836,0.00609599611977404,0.00886883147547529
ATP2B1,9.35608718102435e-07,0.447267248424984,0.178688673878393,0.011845392690883,0.282794595590056,9.40796169555357e-15,2.19023223489367e-09,0.107396793091996,0.000690102153274715,0.0460100016741042,2.05256675391692e-08
NCK2,0.345582955045734,0.186456339096159,2.89177296304116e-05,0.73040735009316,0.890852121670919,0.00243378952051586,0.0195767169262508,0.00108622179453545,0.663197627850787,0.238965114477159,5.24284904607467e-07
MAP4K4,1.87053446167393e-06,0.976505885960743,0.739867608770456,0.0242625091980595,0.745823333332847,0.166587089349629,0.0135633695462476,0.00123560547791583,0.454135952314052,0.520420770928289,0.000112844525261499
MGAT4A,0.00894419166456531,2.50055530708144e-08,0.00496308694319199,7.65543210929681e-06,0.000205846144679812,0.000106682326347594,3.68811624532721e-20,9.64681412184349e-05,0.157010353592236,0.0786450958808972,1.23348808968897e-12
RPL31,3.36568631520976e-05,3.8455913567788e-09,0.431372813276416,0.405731935917645,0.0138065455953,0.0122816617301722,0.950790384689818,0.648568026304052,0.464956049639044,0.651219034999502,8.66351284134689e-86
WDR1,0.0363101420094772,0.0867408136053772,0.0718475427275725,0.000641207122695175,0.512582337364581,0.398580610644586,0.00269650320968194,0.0696314074848201,0.417721949579934,0.0534828920392448,1.28291486632736e-47
SNX13,0.0246972609233461,0.234462020633089,0.13643008384081,0.283053300365328,0.426618741826317,0.524821160348717,0.22207541387228,0.836226414236191,0.118806820283642,0.936779573686175,1.26198155048565e-06
ARHGAP10,0.1721815093861,0.732281790042618,0.106595893317855,0.404068201688744,0.779064369063967,2.5668775734615e-05,0.000127528072865202,0.246286576488429,0.00180284115293547,0.824094254029135,0.0484933882661004
RPS6KA2,0.218106255174684,0.0354451592977364,0.327706053669595,0.00124886369173203,0.911601193563368,9.84466114917458e-07,0.00296626416340867,0.00998571356989269,0.821123514679601,0.0245388103200737,0.366657039746916
ING3,0.33260767959153,0.928746505773984,0.662029642338757,0.659057769173285,0.382474548025019,0.914719154812721,0.22136647250923,0.584527762434298,0.0837469574874693,0.542206683215441,0.00693577276167506
VASH1,0.000339693177303269,0.0942870052799125,0.420058953150197,2.98624153192128e-08,0.09217804224672,7.09657796743975e-11,1.34589074140134e-12,5.62031005665368e-08,0.135612507060113,0.196866673280824,0.000210796997165227
LMCD1,0.00378295675442293,0.0610899501337934,0.000214009696350237,1.77951516623611e-05,0.233451994797983,0.000310294782752283,4.05424079598867e-17,7.02378344477094e-05,0.223870915885816,0.0322332542857537,0.00466682784580217
WBSCR22,0.701825832938455,0.522451153745364,0.0746497311648446,0.206746978076725,0.481290254450015,0.323754958002335,0.15215620703665,0.687227434170315,0.591057666568591,0.0596998452287374,1.38625752773382e-09
SEL1L,0.442234632869486,0.000189282237022548,0.922204462496485,0.00249068619082396,0.858673100139068,0.235152091165635,0.000896923259622823,0.00701517351008795,0.00055482560709314,0.317698541056699,3.35529646792369e-40
TRIP13,0.111790262526589,0.268602757451089,0.00655756333969395,4.80568228216199e-12,7.67793040505446e-09,0.00596586667718784,3.44742939331306e-22,5.15308718151045e-10,0.014781900937037,0.0486881214690152,0.359822414810843
ATP6AP1,0.000745464855959257,0.12998848383672,0.908693259347988,0.0176731694690775,0.502361632192492,7.09509839917018e-07,8.48532842841494e-12,4.6973518935045e-11,0.0434661022497264,0.0232248140565781,5.82321566120277e-16
TCF3,5.62514443097519e-05,0.0472132316641644,0.000929977238290795,0.625472354231574,0.00122632204008946,0.142905340318099,0.0229849659411688,0.755622624993374,0.0112252430147819,0.567757096125798,2.10270364846932e-10
TRIB2,0.282952579178723,0.000799809638056901,2.10637203800967e-05,0.0814444238592446,0.155271653161655,8.25895152781702e-15,0.00487225217440887,0.0549962482722438,0.622047317360262,0.596735680759517,1.16836351781895e-07
DAZAP1,0.645572085163026,0.32418868336758,0.182364236512446,0.00058688704097466,0.107041708114549,0.948647573216338,6.51498002624274e-08,0.00633129011900991,0.775958740313843,0.431308115524609,4.12758285940849e-12
MBD3,0.615721142478409,0.146889287904364,0.00721525562894678,0.00419457550200255,0.0979361433426813,0.0695940528231489,0.0822948145224741,0.612397547138092,0.469898295012685,0.227587412148054,1.30061023231686e-09
HLTF,0.606916824210692,0.0290445531308873,0.210124674189396,0.0405466635838438,0.00698676613838957,0.00746643267800417,3.77156657171377e-05,0.0271091092005004,0.0971440713479094,0.0475291674001672,0.00198007437489309
FAM50A,0.00213008655614267,0.00696869163807769,0.783545926336737,0.109037345771228,0.275697697655262,0.163142328328883,0.00508602195537422,0.275379320931729,0.224213096948008,0.432809719401164,1.81794135853012e-14
FAM3A,0.00307185868843967,0.104041138629837,0.0825113621198592,0.981333993995312,0.365244079248435,0.427099469293953,0.0714142513905766,0.0339154477656766,0.0429124941959332,0.4248021812198,9.71609824718648e-08
CPSF1,0.23790522456342,0.350303973957123,0.0390246371994162,0.287911599821909,0.0323575661421045,0.00415989521325958,0.155872082125901,0.0580916798187945,0.253024776450271,0.0885903802632524,7.1617201104693e-10
CYBRD1,0.577447978743256,0.208016006894441,0.255583260874723,0.15518175581235,0.820576950870555,0.000633995012369029,0.000298542193303106,0.00401572729368323,0.123355795409397,0.230421409940825,2.04569540310725e-08
PDCD2,0.304308000934455,0.180850678508094,0.222311267835045,0.989685064202862,0.550463559514074,0.140785318263735,0.273220413702737,0.0908542364729082,0.0191908816444466,0.962054449093912,5.89277954121843e-10
RDH11,0.00231281617795064,0.311785035214401,0.020337533883601,0.877925599463017,0.0693865141721208,0.40854845609624,0.0574437611363587,0.157567828501501,0.303852979594925,0.563171987277392,7.55508165940688e-06
PRKACA,0.360772990272375,0.748190140398154,0.000639684727331642,0.966897852698236,0.948432117016769,0.121932456264541,0.059782592097435,0.109291032356351,0.921260458700619,0.083421163969334,0.0272831888928702
LPHN1,0.327572670098558,0.155208000622006,0.75491776326246,0.00446866936236413,0.0452200681359027,0.223201375796796,0.712894911888964,0.584935521076949,0.0709843157148841,0.507468816105463,0.848617146626569
ACTN1,0.118841965067938,3.01329699774333e-05,0.999643282356993,1.34856079493992e-08,0.0208963681664459,0.000693781056969442,6.96607258283779e-33,2.1644803519432e-07,0.00117437845487348,0.83056574152189,3.67718286270987e-08
ZFYVE26,0.252051490292144,0.12762683139444,0.20773301470815,0.010106964086319,0.0702185979529825,2.99370705104707e-20,0.297291347544252,0.0460933998071971,0.420924829590821,0.0229505405252868,1.36991877432965e-06
EPN2,0.00261548314075821,0.00784433915709514,0.826571107227757,0.934289952158509,0.311850110273336,0.0442668046904032,0.13467259522848,0.725246031006858,0.047320725321009,0.528900060854936,1.53368677645567e-12
PTPN18,0.000384578058056501,0.837367275849832,0.40663144632367,0.480248515048338,0.428811688418243,0.00100462454515632,0.00634765306894938,0.0591572683648306,0.413230910581903,0.0353623095699484,0.00010304844845017
LIMS2,0.177510699228762,0.400539630945664,0.0601925808339149,0.544491801276536,0.0530538802525992,0.000396870526083073,0.0849043329539947,0.639273081351489,0.426733991175429,0.513302375029478,0.177530740943413
LNX1,0.535460662390233,0.787345554428422,0.711239188504976,0.647988620688913,0.88005765492222,0.307252851410639,0.527736697050224,0.931145774512565,0.0663808524237518,0.61756816901695,0.742329169501297
ALDH3A2,0.818285360792711,0.0645006960490972,0.0131627877513274,0.783227312871664,0.944453138023203,7.34118809612455e-10,0.0139494143351881,0.0405478825505063,0.406686764962007,0.198739466681635,2.21555086471879e-06
TFRC,0.76897144177932,0.12245601155087,2.2703407235589e-08,0.830842968359934,0.0950596596125016,8.62637596849649e-05,0.0653912788687539,0.431942280100987,0.976540781889228,0.389402351114272,1.96108342336649e-26
SREBF1,0.753982421844314,0.591105050740188,0.565771035216308,0.830434340588972,0.91957900928065,0.138213291796832,0.498235556656342,0.327810033022397,0.298667801679377,0.23136488438353,0.0031442099454245
AFF4,0.749769167722513,0.490460070685162,0.142310312537292,0.318980545684134,0.0126919076380729,0.107762625768464,0.00180386206426045,0.000820369513258744,0.350375454262333,0.266428009500156,1.55769906830456e-13
UBE2D1,0.577154181875008,0.0235961710053679,0.766506150771886,0.0045057974276307,0.323786215834822,0.45027896346785,2.56658027921533e-06,0.2206416148327,0.00221899114916465,0.116142728086573,1.27060281592094e-16
MPP5,0.813768369275599,0.443588842490263,0.484086443456695,0.300938903492071,0.188805690589373,0.300971582285904,0.219611368097017,0.196012027441522,0.215221757570537,0.873557952133389,0.0210814983151132
SMC1A,0.570582984944247,0.509286981705878,0.502634530971527,0.00682026367125364,0.00690266204481318,0.0189692220109137,0.0546833986719263,0.00780510102043363,0.341821885479784,0.570610345508754,9.2729148906681e-09
HSD17B10,0.108536895365526,0.0540193986554656,0.0035609505415552,0.030616854944392,0.745811544938658,0.093028819342377,0.0086417049628064,0.00722948682551366,0.0272607456862265,0.532148690982993,1.36505291267247e-19
MARK2,0.337396390233401,0.976878130709228,0.0202731238699405,0.416218770900583,0.0550178752188349,0.0162455539728517,0.49607353157369,0.860511899727605,0.387416754462607,0.0374430336945741,5.36739737119636e-06
HMMR,0.3051699548333,0.381307590051085,0.0462815815764378,2.42681465001606e-07,0.269829198762743,1.69734678333629e-05,5.48556123834261e-15,3.60699018733422e-11,0.354709075509077,0.0295590891594193,4.12859909629556e-06
CHFR,0.988690657627077,0.521543250979242,0.000137673755756828,0.0150587560660756,0.920652343451178,0.173019457991929,0.0426417581031225,0.458974955713593,0.30069181009098,0.0631027548228217,7.98912204108736e-09
P4HA2,0.529387942325316,0.457537519962786,0.336114976898967,0.00510500265276535,0.292982252100152,0.00429296162692552,6.60056729158798e-05,0.00814865861794687,0.0936968864192061,0.566370788829389,0.000231066422700816
FCGR2B,2.91090728751153e-14,0.000249219901857319,4.7857104493154e-05,3.72734529366667e-16,0.0230204201296201,0.0159560135509254,8.6728157614039e-45,7.75060945854425e-19,0.0190452772210176,0.00173324325346065,2.10246972211094e-25
NFATC3,0.304274579163515,0.993959205290055,0.351414922996285,0.0037692791183484,0.31284448134626,2.9353181131631e-05,1.06679859827592e-06,0.000582061578278043,0.659273712241347,0.0049760646204023,2.04526321677576e-13
TRNT1,0.98547983419313,0.934052769980038,0.810809217070395,0.0359090324788296,0.492947164132345,0.15648689995837,0.0163265465146691,0.112716341239213,0.295467577632787,0.605923272536333,0.0118139219186139
ACADVL,0.00102971982632726,0.00467964921182903,0.111428911149165,0.00382182134640692,0.664711711669033,0.214315964156054,0.241692732763137,0.533815285908819,0.407548192613829,0.143100930078117,8.15505946912863e-22
STK10,0.00327192182927635,0.0854293615919802,0.156614846482822,0.320119288480006,0.00221231542265723,0.912146043526245,0.628027807167684,0.389103618629549,0.0424236708859417,0.00507774655985791,5.17759746005245e-15
FBXW11,0.127953198396995,0.0685015989858824,0.773939616787585,0.296200294014487,0.706675343460875,0.00751476676103977,0.542274486056546,0.164094076898591,0.278787451763556,0.873560380495218,4.79861122547445e-09
ACAP1,0.812070127497948,0.121464338081283,0.000266451061321111,9.21466050637346e-07,0.436043679732584,0.0180268655069686,2.92274774585528e-17,0.000324052697473056,0.558308847406721,0.0001262243493982,4.15013959007164e-31
CRMP1,0.579661523923012,0.11909444052084,0.156476405051987,0.679894836235423,0.117932184366733,0.307983772789105,0.0404725090870547,0.0780734258050378,0.299629499927276,0.287884972375187,0.0862456182960789
EVC,0.11392376778684,0.756234800890499,0.635512068502844,0.320996829776776,0.605297245309344,0.283456521672595,0.318143954416637,0.811719835837679,0.462896213965081,0.0215612752439497,0.334804199734426
DERL2,0.00133766641843535,0.0153263924757197,0.0470243522027171,0.627988163992616,0.346926190023831,0.0616795071087775,0.471219956352732,0.251319755630461,0.153604682250034,0.238569288256366,5.13997162380853e-13
SIDT1,0.027581387988024,0.0238545775758927,0.16127345792122,0.488255379841749,0.806893779146853,4.92107198779397e-23,1.06407948030608e-07,0.0373309042690372,0.0376879482434132,0.454894001659384,1.68587027833047e-09
NDE1,0.000996221639194168,0.265372297475399,0.959005889133138,0.698626658038243,0.115146157394173,0.00954924551178526,0.340662200508764,0.123363095919629,0.890376349414495,0.588440464658203,7.25814832981971e-07
AP1M1,0.105084142505108,0.233318936589729,0.343505754770651,0.433607048312822,0.760034872116879,0.00668443034538593,0.0276023763102622,0.377835376684978,0.37636790765983,0.267107183774705,2.17660877145018e-13
PVR,0.129901457514635,0.337015664834788,0.347658200961376,0.542693872575134,0.83848700958728,0.0220685114862242,0.0260156139836234,0.0436093612603534,0.897884438171096,0.0350793220052127,0.0933980585430915
IKBKG,0.299974803895276,0.887979063000526,0.0550462879053442,0.836505752700193,0.690019793339043,0.553514025201697,0.134873033369007,0.0837617473758201,0.73409437349618,0.000692486547666432,7.15661295342195e-19
XRCC1,0.218491770101247,0.660626230863622,0.853130242613517,0.00131386337677996,0.363357209678838,0.0172570715106281,0.00201481457292915,0.0115762573678878,0.978892390213625,0.892852142193402,0.00358618587456406
SCARB1,0.000107847018037449,0.0228993732540568,0.000335593635848287,3.80109315023229e-05,0.000190569087638637,4.28461725399659e-13,7.09780517042145e-06,9.57903756706594e-05,0.0241131112244452,0.0450649305127729,6.79072453318033e-11
MCM2,0.511274653420922,0.144106711567624,0.0873843629913946,3.26429184744839e-13,0.00987506574138945,1.53905503763242e-05,2.8464384319073e-25,1.90558396651656e-12,0.402272472795827,0.727880632251115,0.00511782674955508
SELO,0.121607784486532,0.978859928440845,0.270694064424298,0.969705598190943,0.137552483621897,0.764986025630751,0.0652674626618296,0.0765656926860912,0.127406422714295,0.994228200486409,0.00390477462256753
TP63,0.809418880940549,0.00320613778141875,0.0987016513668241,0.371701436680436,0.405262809673064,0.0217416790335939,2.90797440555836e-06,0.00725437730360949,0.115502926462513,0.512798088732968,0.470012434208232
ALPK1,1.76175136080124e-05,0.0147570198877142,0.775732457961424,1.32243980457629e-07,0.0792558348909018,0.212967688136357,1.39135174431027e-13,3.7301546829844e-05,0.0466794508702588,0.256608089044753,6.82985989515704e-17
LLGL2,0.0331126485771309,0.878032360199207,0.419071773868548,0.415759191729585,0.607032228199515,0.0220111752423633,0.899267851383474,0.966088359440837,0.104232753871059,0.215559021778172,0.00272194989899047
PDE8A,0.276440225149243,0.100416692622771,0.737890070761998,0.0981725220456889,0.802378378994978,0.19231291279874,0.0159353622492508,0.240577360571997,4.6477581434688e-05,0.0269922475694555,0.0101812964353057
NLE1,0.585510089918941,0.206243755146893,0.794998404664556,0.136064318489142,0.725950816847491,0.0638770866631824,0.0812087003278599,0.701625293227717,0.11882662332587,0.578299711155654,0.0786262041546431
SDHA,0.538716531681347,0.0543449484142843,0.0291015169679137,0.504194886039348,0.164748833191874,0.0490869872522042,0.14378306097295,0.0200472945616212,0.0760332398577516,0.0366984051888739,7.72109594906337e-07
SMARCE1,0.738361638327744,0.608724343258464,0.623453320444773,0.105914533386456,0.574863717514812,0.528687343991491,0.0016121302626535,0.0630925990194436,0.197866805893959,0.0802794825881051,6.76652753168599e-12
GSDMB,0.0714951886626928,0.784619634553911,0.00351416281579772,0.00383955964828019,0.04205317328859,0.266300716675489,1.7280205639125e-05,0.368252371741553,0.0935788497245967,0.0152301630907329,0.000486227117866931
KDM5A,0.0170081290476195,0.811777684099105,0.513480861271341,0.222549006564758,0.68081446060071,0.00308994082830818,0.00710838090759979,0.16024055249079,0.824179753231607,0.676896409127223,6.40827418217826e-08
PPP2R3A,0.7539324547768,0.970121413166913,0.676544966946004,0.144202453054235,0.102996982977722,0.0305053804399638,0.348180072620605,0.240892909267735,0.82941225274267,0.672429503713459,0.01539317738031
DHRS9,9.72866420534149e-10,0.0378060695724317,0.0154025120862569,0.00123865631468252,0.0546980887174726,0.010959461451885,0.100150491385795,0.350044207970183,0.424347156860227,0.0155727433288881,0.013900376362489
PTGS2,0.799230390202821,0.511418107556934,0.226849114877262,0.00157081625694176,0.00153436317983468,0.00272144184964096,3.04252333656928e-05,0.000594872092901907,0.511946082843791,0.887160026495712,0.295343875973518
IGF2BP2,0.625298773091984,0.272327989812794,0.970096812213036,0.230403033950061,0.269005147953438,0.0019667740030225,0.0164013196074501,0.00496824435977356,0.0688783192119736,0.329305915651743,0.124659589533804
MAP3K13,0.83299529324373,0.0728669783577675,0.0546414145075079,0.537469740619337,0.0124820124296649,0.277550171064778,0.0245960063566528,0.000500888180055858,0.741361381541042,0.345478747532148,2.2798938929256e-14
ST6GAL1,1.72199460316285e-13,0.529613981518202,0.359480158215413,0.588643434232812,0.194859624014534,0.0162003519023826,0.135189945784189,0.271860471257532,0.00958524687538826,8.06544341036898e-07,2.3035258181996e-19
TBX21,0.00768368710769974,0.0513535801923745,0.970897414784296,0.0334406220659534,0.351337010142904,7.6142539304713e-05,0.000285145306681895,0.0016292100618722,0.113000322584124,0.0742084937615966,0.149385976317886
VDAC1P1,0.535317420085757,0.0277658575568184,0.904039921647165,0.46392280806753,0.702053940266506,0.960501022274151,0.642751636047429,0.32044031362625,0.140415961307586,0.369544294146179,7.62350768646418e-07
FRY,0.0189843250400193,0.226343944258983,0.441431714649005,0.0229946774904208,0.13094339611778,0.0561965368660478,0.00176374864346824,0.00232383693759723,0.96135896233835,0.359704157952609,0.00407839271852566
PICALM,0.530251903310969,0.149769430409974,0.00127353601163597,0.469135112888263,0.134942573396942,0.0180773502788452,0.000149239784733707,0.0286800166767699,0.327897320639559,0.675377409503135,4.22293172633562e-07
NSF,0.226613673935465,0.496536202048275,0.000658867116418617,0.303440932113005,0.311458656645122,0.130149503450389,0.422729303587624,0.582773664809436,0.134571027626114,0.480003953124088,1.88308449772829e-07
CLASP1,0.0705879883758709,0.673587679539082,0.74133157504853,0.628888949557599,0.0867483276557796,0.479569431581563,0.0305498909690151,0.88623759778153,0.0140805766319333,0.00106596772826787,1.56329000210534e-06
MRPS34,0.190462868125687,0.000745191169714596,0.0340437899168768,0.0780968531090424,0.193808495189714,0.0600710737439694,0.125978210390727,0.403702064379739,0.0063535175066744,0.168104403647546,4.11112940925331e-44
CLNS1A,0.725590396641203,0.0687089427277358,0.00944303876305804,0.0190711927149273,0.0977222883480006,0.73085905026585,0.513336237461297,0.384546272761223,0.0995502116857499,0.272609116115898,3.18929731521566e-15
EED,0.178899260217308,0.0193006401196798,0.0869065402376064,3.35326753256242e-07,0.0101984601965574,0.000402896923553825,6.66808057827748e-18,1.76243796050601e-09,0.0604470239064105,0.00725544161353077,2.00912899040979e-06
TSG101,0.186646052830856,0.983191458395557,0.280261066551566,0.147830867619682,0.715534459965901,0.551581996880161,0.0454620897789298,0.974252447300822,0.337356787404314,0.0535120067286769,4.58808762554413e-09
C17orf85,0.677626015965654,0.175760392371477,0.0402848625701384,0.605463470455225,0.768258039477899,0.772951279528012,0.198655895176281,0.213324973260423,0.438468359369516,0.574962946684525,1.2986563112733e-06
ATP2A3,0.00162511851433437,1.81926565898025e-05,0.0742050689258182,5.7606430763628e-05,0.305560191951926,0.14182405825712,1.04257121720603e-28,7.71131131067365e-09,0.00176785476229757,0.243845658084886,1.36752732145989e-17
MGLL,0.939038481452747,1.52077974789303e-06,4.14494869124486e-06,0.25116042551803,0.000130950298618315,4.97607844439611e-16,0.058759495435644,0.0995119715270513,0.545883077834485,0.00255171880319021,3.40554269133888e-14
BCS1L,0.195890908642758,0.141333679960369,0.0726456170419902,0.237579480625715,0.0172605156005695,0.00764009159236922,0.831654527056862,0.505633357200236,0.776509648993984,0.29232948068611,9.1252273107718e-07
DPP8,0.457528613173292,0.3761990148044,0.353941080893204,0.52689045221245,0.547351035663318,0.00764059988620805,0.0227813611377426,0.203656135895323,0.119744007850034,0.62251775921126,3.07787557564161e-06
SLC24A1,0.686452108844973,0.640936348451961,0.332679144731775,0.922872458976502,0.0349005760713147,0.14654764035049,0.846054831301266,0.974891771331839,0.0385545110518996,0.0247425643257571,0.278909888030143
ZNF532,5.09183390823529e-08,0.0815797447800975,0.26068040485213,2.40521488339417e-06,0.508334949200486,0.540503467298027,0.000730524835221969,0.00175685972876783,0.745098027322586,0.40413622452228,0.00092996280849338
SCARF1,0.36527007617916,0.332665611599098,0.251744802748515,0.000297899425152841,0.520490758817173,0.742887334016697,3.40493564023756e-12,6.22801461130298e-06,0.58539657570883,0.439890934976769,0.324356941212151
LMAN1,3.77708412157296e-09,0.0104490377402345,0.0356518040989893,0.552228728996366,0.0112966020347796,0.0739176286565926,0.147021295956332,0.803460917023812,0.58804490911919,0.084258294445799,3.24710515685015e-31
PTPLAD1,8.34169297981099e-05,0.0913385942712727,0.092995889222343,0.00525843950439073,0.0442106874454748,0.320658037887844,0.0439435101068751,0.671737856057347,0.971069921444854,0.130122737007574,0.0114956156910409
IPCEF1,3.55690819961741e-12,0.00538132059346552,7.06693225806376e-05,2.74568696867053e-10,0.406968384798542,9.96710378988691e-12,8.34936256950332e-11,0.0460782688401085,0.781762526962308,3.38808800299202e-10,3.70267157973461e-14
